Subscriber	Time	CalledNo
10001	2010-01-12 21:22:03	--------
10010	2010-01-12 21:31:21	--------
10004	2010-01-12 21:36:00	--------
10010	2010-01-12 21:36:00	--------
10004	2010-01-12 21:59:15	--------
10006	2010-01-12 21:59:15	--------
10010	2010-01-12 22:03:54	--------
10004	2010-01-12 22:08:33	--------
10001	2010-01-12 22:13:12	--------
10010	2010-01-12 22:31:48	--------
10005	2010-01-12 22:55:03	--------
10010	2010-01-12 22:59:42	--------
10001	2010-01-12 23:36:54	--------
10009	2010-01-12 23:46:12	--------
10001	2010-01-12 23:50:51	--------
10004	2010-01-13 00:00:09	--------
10004	2010-01-13 00:14:06	--------
10001	2010-01-13 01:00:36	--------
10001	2010-01-13 01:28:30	--------
10005	2010-01-13 01:28:30	--------
10004	2010-01-13 01:37:48	--------
10001	2010-01-13 01:42:27	--------
10003	2010-01-13 01:42:27	--------
10009	2010-01-13 01:47:06	--------
10005	2010-01-13 01:51:45	--------
10006	2010-01-13 01:56:24	--------
10009	2010-01-13 01:56:24	--------
10008	2010-01-13 02:19:39	--------
10010	2010-01-13 02:19:39	--------
10005	2010-01-13 02:28:57	--------
10007	2010-01-13 02:28:57	--------
10006	2010-01-13 02:33:36	--------
10007	2010-01-13 02:56:51	--------
10010	2010-01-13 03:06:09	--------
10010	2010-01-13 03:15:27	--------
10006	2010-01-13 03:20:06	--------
10004	2010-01-13 03:38:42	--------
10003	2010-01-13 03:48:00	--------
10010	2010-01-13 03:52:39	--------
10005	2010-01-13 04:01:57	--------
10007	2010-01-13 04:01:57	--------
10006	2010-01-13 04:06:36	--------
10010	2010-01-13 04:11:15	--------
10005	2010-01-13 04:20:33	--------
10010	2010-01-13 04:25:12	--------
10004	2010-01-13 04:29:51	--------
10010	2010-01-13 04:34:30	--------
10010	2010-01-13 04:43:48	--------
10005	2010-01-13 04:48:27	--------
10003	2010-01-13 04:57:45	--------
10006	2010-01-13 05:02:24	--------
10010	2010-01-13 05:02:24	--------
10005	2010-01-13 05:07:03	--------
10010	2010-01-13 05:16:21	--------
10008	2010-01-13 05:44:15	--------
10007	2010-01-13 06:21:27	--------
10005	2010-01-13 06:49:21	--------
10005	2010-01-13 07:03:18	--------
10003	2010-01-13 07:17:15	--------
10007	2010-01-13 07:35:51	--------
10004	2010-01-13 07:40:30	--------
10003	2010-01-13 08:03:45	--------
10004	2010-01-13 08:08:24	--------
10010	2010-01-13 08:08:24	--------
10007	2010-01-13 08:27:00	--------
10007	2010-01-13 08:45:36	--------
10001	2010-01-13 08:54:54	--------
10003	2010-01-13 08:59:33	--------
10001	2010-01-13 09:08:51	--------
10004	2010-01-13 09:08:51	--------
10005	2010-01-13 09:32:06	--------
10002	2010-01-13 09:46:03	--------
10005	2010-01-13 09:55:21	--------
10006	2010-01-13 10:09:18	--------
10010	2010-01-13 10:09:18	--------
10003	2010-01-13 10:13:57	--------
10007	2010-01-13 10:41:51	--------
10010	2010-01-13 11:00:27	--------
10001	2010-01-13 11:09:45	--------
10010	2010-01-13 11:23:42	--------
10005	2010-01-13 11:51:36	--------
10005	2010-01-13 12:10:12	--------
10010	2010-01-13 12:28:48	--------
10001	2010-01-13 12:33:27	--------
10010	2010-01-13 12:38:06	--------
10010	2010-01-13 13:10:39	--------
10001	2010-01-13 13:15:18	--------
10010	2010-01-13 13:15:18	--------
10007	2010-01-13 13:29:15	--------
10001	2010-01-13 13:38:33	--------
10004	2010-01-13 13:47:51	--------
10007	2010-01-13 13:57:09	--------
10008	2010-01-13 14:11:06	--------
10001	2010-01-13 14:34:21	--------
10004	2010-01-13 15:16:12	--------
10010	2010-01-13 15:20:51	--------
10009	2010-01-13 15:25:30	--------
10005	2010-01-13 15:53:24	--------
10007	2010-01-13 16:07:21	--------
10002	2010-01-13 16:30:36	--------
10001	2010-01-13 16:39:54	--------
10004	2010-01-13 16:39:54	--------
10003	2010-01-13 16:58:30	--------
10005	2010-01-13 17:03:09	--------
10001	2010-01-13 17:07:48	--------
10004	2010-01-13 17:07:48	--------
10005	2010-01-13 17:26:24	--------
10007	2010-01-13 17:35:42	--------
10000	2010-01-13 17:40:21	--------
10007	2010-01-13 17:40:21	--------
10005	2010-01-13 17:45:00	--------
10008	2010-01-13 17:49:39	--------
10010	2010-01-13 17:49:39	--------
10005	2010-01-13 17:58:57	--------
10005	2010-01-13 18:31:30	--------
10007	2010-01-13 18:36:09	--------
10007	2010-01-13 18:54:45	--------
10009	2010-01-13 18:54:45	--------
10002	2010-01-13 19:08:42	--------
10003	2010-01-13 19:13:21	--------
10007	2010-01-13 19:22:39	--------
10010	2010-01-13 19:22:39	--------
10004	2010-01-13 19:36:36	--------
10005	2010-01-13 19:50:33	--------
10007	2010-01-13 19:59:51	--------
10002	2010-01-13 20:09:09	--------
10010	2010-01-13 20:09:09	--------
10003	2010-01-13 20:27:45	--------
10003	2010-01-13 20:37:03	--------
10005	2010-01-13 20:46:21	--------
10009	2010-01-13 21:00:18	--------
10009	2010-01-13 21:28:12	--------
10001	2010-01-13 21:42:09	--------
10010	2010-01-13 21:42:09	--------
10008	2010-01-13 21:51:27	--------
10010	2010-01-13 22:33:18	--------
10005	2010-01-13 23:38:24	--------
10008	2010-01-13 23:57:00	--------
10004	2010-01-14 00:06:18	--------
10001	2010-01-14 00:34:12	--------
10004	2010-01-14 00:34:12	--------
10005	2010-01-14 00:43:30	--------
10008	2010-01-14 00:48:09	--------
10005	2010-01-14 00:57:27	--------
10006	2010-01-14 01:06:45	--------
10007	2010-01-14 01:11:24	--------
10003	2010-01-14 01:25:21	--------
10006	2010-01-14 01:39:18	--------
10006	2010-01-14 01:43:57	--------
10003	2010-01-14 01:57:54	--------
10006	2010-01-14 01:57:54	--------
10005	2010-01-14 02:02:33	--------
10003	2010-01-14 02:44:24	--------
10009	2010-01-14 03:12:18	--------
10010	2010-01-14 03:12:18	--------
10006	2010-01-14 03:30:54	--------
10008	2010-01-14 03:35:33	--------
10007	2010-01-14 03:40:12	--------
10006	2010-01-14 04:03:27	--------
10005	2010-01-14 04:08:06	--------
10001	2010-01-14 04:17:24	--------
10002	2010-01-14 04:40:39	--------
10003	2010-01-14 05:08:33	--------
10001	2010-01-14 05:31:48	--------
10001	2010-01-14 05:45:45	--------
10001	2010-01-14 06:09:00	--------
10006	2010-01-14 06:09:00	--------
10009	2010-01-14 06:27:36	--------
10009	2010-01-14 06:41:33	--------
10010	2010-01-14 06:41:33	--------
10002	2010-01-14 06:46:12	--------
10006	2010-01-14 06:50:51	--------
10005	2010-01-14 07:09:27	--------
10006	2010-01-14 07:09:27	--------
10005	2010-01-14 07:32:42	--------
10010	2010-01-14 08:47:06	--------
10007	2010-01-14 09:19:39	--------
10001	2010-01-14 09:42:54	--------
10010	2010-01-14 09:47:33	--------
10003	2010-01-14 10:01:30	--------
10010	2010-01-14 10:06:09	--------
10003	2010-01-14 10:20:06	--------
10010	2010-01-14 10:29:24	--------
10005	2010-01-14 10:38:42	--------
10010	2010-01-14 10:52:39	--------
10007	2010-01-14 11:39:09	--------
10005	2010-01-14 11:53:06	--------
10008	2010-01-14 11:57:45	--------
10005	2010-01-14 12:16:21	--------
10010	2010-01-14 12:16:21	--------
10004	2010-01-14 12:21:00	--------
10010	2010-01-14 12:25:39	--------
10006	2010-01-14 12:34:57	--------
10006	2010-01-14 13:21:27	--------
10007	2010-01-14 13:21:27	--------
10004	2010-01-14 13:26:06	--------
10007	2010-01-14 13:30:45	--------
10010	2010-01-14 13:30:45	--------
10005	2010-01-14 13:58:39	--------
10010	2010-01-14 14:17:15	--------
10008	2010-01-14 14:21:54	--------
10008	2010-01-14 14:31:12	--------
10010	2010-01-14 14:35:51	--------
10006	2010-01-14 14:40:30	--------
10000	2010-01-14 15:08:24	--------
10001	2010-01-14 15:13:03	--------
10010	2010-01-14 15:27:00	--------
10006	2010-01-14 15:31:39	--------
10010	2010-01-14 16:18:09	--------
10009	2010-01-14 16:27:27	--------
10007	2010-01-14 16:36:45	--------
10000	2010-01-14 16:41:24	--------
10005	2010-01-14 16:41:24	--------
10001	2010-01-14 16:55:21	--------
10008	2010-01-14 17:00:00	--------
10005	2010-01-14 17:27:54	--------
10010	2010-01-14 17:32:33	--------
10001	2010-01-14 17:37:12	--------
10003	2010-01-14 18:33:00	--------
10001	2010-01-14 18:42:18	--------
10005	2010-01-14 18:42:18	--------
10010	2010-01-14 18:42:18	--------
10010	2010-01-14 18:46:57	--------
10001	2010-01-14 18:51:36	--------
10006	2010-01-14 19:19:30	--------
10010	2010-01-14 19:24:09	--------
10001	2010-01-14 19:28:48	--------
10006	2010-01-14 20:10:39	--------
10006	2010-01-14 20:19:57	--------
10005	2010-01-14 20:43:12	--------
10001	2010-01-14 20:52:30	--------
10003	2010-01-14 20:52:30	--------
10005	2010-01-14 20:57:09	--------
10008	2010-01-14 21:15:45	--------
10009	2010-01-14 21:25:03	--------
10001	2010-01-14 21:34:21	--------
10006	2010-01-14 21:34:21	--------
10010	2010-01-14 21:34:21	--------
10001	2010-01-14 21:48:18	--------
10005	2010-01-14 21:48:18	--------
10001	2010-01-14 21:57:36	--------
10003	2010-01-14 21:57:36	--------
10010	2010-01-14 22:06:54	--------
10001	2010-01-14 22:25:30	--------
10003	2010-01-14 22:30:09	--------
10000	2010-01-14 22:58:03	--------
10001	2010-01-14 23:02:42	--------
10003	2010-01-14 23:02:42	--------
10010	2010-01-14 23:16:39	--------
10008	2010-01-14 23:30:36	--------
10005	2010-01-14 23:58:30	--------
10010	2010-01-14 23:58:30	--------
10005	2010-01-15 00:26:24	--------
10000	2010-01-15 00:31:03	--------
10009	2010-01-15 00:40:21	--------
10001	2010-01-15 00:49:39	--------
10005	2010-01-15 00:49:39	--------
10010	2010-01-15 00:49:39	--------
10003	2010-01-15 01:03:36	--------
10005	2010-01-15 01:03:36	--------
10010	2010-01-15 01:03:36	--------
10010	2010-01-15 01:17:33	--------
10006	2010-01-15 01:22:12	--------
10005	2010-01-15 01:31:30	--------
10008	2010-01-15 01:50:06	--------
10001	2010-01-15 02:04:03	--------
10001	2010-01-15 02:13:21	--------
10009	2010-01-15 02:18:00	--------
10006	2010-01-15 02:36:36	--------
10004	2010-01-15 02:41:15	--------
10009	2010-01-15 02:41:15	--------
10005	2010-01-15 03:09:09	--------
10005	2010-01-15 03:46:21	--------
10001	2010-01-15 04:09:36	--------
10006	2010-01-15 04:09:36	--------
10010	2010-01-15 04:14:15	--------
10004	2010-01-15 04:37:30	--------
10005	2010-01-15 04:46:48	--------
10008	2010-01-15 04:56:06	--------
10005	2010-01-15 05:00:45	--------
10004	2010-01-15 05:19:21	--------
10001	2010-01-15 05:28:39	--------
10005	2010-01-15 05:33:18	--------
10010	2010-01-15 05:47:15	--------
10002	2010-01-15 05:51:54	--------
10005	2010-01-15 06:01:12	--------
10002	2010-01-15 06:05:51	--------
10006	2010-01-15 06:15:09	--------
10006	2010-01-15 06:24:27	--------
10001	2010-01-15 06:43:03	--------
10009	2010-01-15 06:47:42	--------
10008	2010-01-15 06:52:21	--------
10001	2010-01-15 07:01:39	--------
10006	2010-01-15 07:06:18	--------
10010	2010-01-15 07:15:36	--------
10007	2010-01-15 07:20:15	--------
10001	2010-01-15 07:29:33	--------
10002	2010-01-15 07:29:33	--------
10005	2010-01-15 07:34:12	--------
10009	2010-01-15 07:43:30	--------
10007	2010-01-15 07:52:48	--------
10010	2010-01-15 07:57:27	--------
10006	2010-01-15 08:20:42	--------
10000	2010-01-15 08:25:21	--------
10009	2010-01-15 08:39:18	--------
10005	2010-01-15 08:57:54	--------
10009	2010-01-15 09:11:51	--------
10003	2010-01-15 09:16:30	--------
10004	2010-01-15 09:39:45	--------
10005	2010-01-15 09:39:45	--------
10003	2010-01-15 09:49:03	--------
10005	2010-01-15 09:49:03	--------
10003	2010-01-15 09:58:21	--------
10010	2010-01-15 10:07:39	--------
10010	2010-01-15 10:12:18	--------
10009	2010-01-15 10:30:54	--------
10005	2010-01-15 10:40:12	--------
10004	2010-01-15 10:54:09	--------
10001	2010-01-15 11:03:27	--------
10006	2010-01-15 11:08:06	--------
10005	2010-01-15 11:12:45	--------
10005	2010-01-15 11:31:21	--------
10009	2010-01-15 11:40:39	--------
10005	2010-01-15 11:49:57	--------
10003	2010-01-15 11:54:36	--------
10005	2010-01-15 11:54:36	--------
10010	2010-01-15 11:59:15	--------
10010	2010-01-15 12:03:54	--------
10006	2010-01-15 12:22:30	--------
10009	2010-01-15 12:22:30	--------
10005	2010-01-15 12:27:09	--------
10004	2010-01-15 12:41:06	--------
10006	2010-01-15 12:50:24	--------
10001	2010-01-15 12:59:42	--------
10000	2010-01-15 13:18:18	--------
10001	2010-01-15 13:36:54	--------
10005	2010-01-15 13:36:54	--------
10010	2010-01-15 13:36:54	--------
10005	2010-01-15 13:46:12	--------
10007	2010-01-15 14:09:27	--------
10010	2010-01-15 14:09:27	--------
10005	2010-01-15 14:14:06	--------
10005	2010-01-15 14:37:21	--------
10010	2010-01-15 14:42:00	--------
10000	2010-01-15 14:51:18	--------
10001	2010-01-15 15:09:54	--------
10005	2010-01-15 15:19:12	--------
10004	2010-01-15 15:33:09	--------
10008	2010-01-15 15:47:06	--------
10004	2010-01-15 15:51:45	--------
10008	2010-01-15 16:15:00	--------
10004	2010-01-15 16:24:18	--------
10008	2010-01-15 16:24:18	--------
10004	2010-01-15 16:52:12	--------
10006	2010-01-15 16:52:12	--------
10001	2010-01-15 17:15:27	--------
10005	2010-01-15 17:24:45	--------
10001	2010-01-15 17:48:00	--------
10007	2010-01-15 18:06:36	--------
10005	2010-01-15 18:15:54	--------
10005	2010-01-15 18:20:33	--------
10008	2010-01-15 18:29:51	--------
10009	2010-01-15 18:48:27	--------
10006	2010-01-15 18:57:45	--------
10004	2010-01-15 19:11:42	--------
10001	2010-01-15 19:21:00	--------
10007	2010-01-15 19:53:33	--------
10007	2010-01-15 20:21:27	--------
10001	2010-01-15 20:30:45	--------
10010	2010-01-15 20:40:03	--------
10001	2010-01-15 20:44:42	--------
10000	2010-01-15 20:54:00	--------
10001	2010-01-15 20:58:39	--------
10005	2010-01-15 21:03:18	--------
10004	2010-01-15 21:45:09	--------
10009	2010-01-15 21:49:48	--------
10004	2010-01-15 21:54:27	--------
10009	2010-01-15 22:08:24	--------
10001	2010-01-15 22:40:57	--------
10005	2010-01-15 22:40:57	--------
10006	2010-01-15 22:45:36	--------
10010	2010-01-15 22:45:36	--------
10009	2010-01-15 23:04:12	--------
10001	2010-01-15 23:08:51	--------
10003	2010-01-15 23:18:09	--------
10010	2010-01-15 23:27:27	--------
10005	2010-01-15 23:41:24	--------
10007	2010-01-15 23:46:03	--------
10003	2010-01-16 00:00:00	--------
10010	2010-01-16 00:04:39	--------
10009	2010-01-16 00:09:18	--------
10009	2010-01-16 00:23:15	--------
10002	2010-01-16 00:37:12	--------
10005	2010-01-16 00:37:12	--------
10008	2010-01-16 00:46:30	--------
10005	2010-01-16 01:00:27	--------
10010	2010-01-16 01:23:42	--------
10005	2010-01-16 01:28:21	--------
10004	2010-01-16 01:37:39	--------
10006	2010-01-16 01:51:36	--------
10008	2010-01-16 02:05:33	--------
10010	2010-01-16 02:42:45	--------
10001	2010-01-16 02:52:03	--------
10008	2010-01-16 02:56:42	--------
10009	2010-01-16 03:01:21	--------
10005	2010-01-16 03:19:57	--------
10007	2010-01-16 03:38:33	--------
10005	2010-01-16 03:43:12	--------
10001	2010-01-16 03:47:51	--------
10001	2010-01-16 03:57:09	--------
10010	2010-01-16 04:11:06	--------
10010	2010-01-16 04:48:18	--------
10008	2010-01-16 05:02:15	--------
10005	2010-01-16 05:06:54	--------
10005	2010-01-16 05:44:06	--------
10009	2010-01-16 06:12:00	--------
10005	2010-01-16 06:39:54	--------
10006	2010-01-16 06:49:12	--------
10004	2010-01-16 06:53:51	--------
10009	2010-01-16 07:03:09	--------
10005	2010-01-16 07:07:48	--------
10004	2010-01-16 07:12:27	--------
10000	2010-01-16 07:17:06	--------
10010	2010-01-16 07:17:06	--------
10009	2010-01-16 07:26:24	--------
10010	2010-01-16 08:26:51	--------
10003	2010-01-16 08:31:30	--------
10009	2010-01-16 08:31:30	--------
10004	2010-01-16 08:36:09	--------
10010	2010-01-16 08:36:09	--------
10006	2010-01-16 08:40:48	--------
10010	2010-01-16 08:40:48	--------
10001	2010-01-16 08:54:45	--------
10001	2010-01-16 09:04:03	--------
10009	2010-01-16 09:08:42	--------
10010	2010-01-16 09:08:42	--------
10001	2010-01-16 09:18:00	--------
10001	2010-01-16 09:22:39	--------
10010	2010-01-16 09:22:39	--------
10005	2010-01-16 09:55:12	--------
10010	2010-01-16 09:59:51	--------
10007	2010-01-16 10:04:30	--------
10010	2010-01-16 10:04:30	--------
10004	2010-01-16 10:09:09	--------
10008	2010-01-16 10:13:48	--------
10001	2010-01-16 10:27:45	--------
10003	2010-01-16 10:37:03	--------
10009	2010-01-16 11:04:57	--------
10005	2010-01-16 11:09:36	--------
10008	2010-01-16 11:23:33	--------
10009	2010-01-16 11:37:30	--------
10004	2010-01-16 11:42:09	--------
10010	2010-01-16 11:42:09	--------
10006	2010-01-16 12:05:24	--------
10005	2010-01-16 12:10:03	--------
10004	2010-01-16 12:19:21	--------
10010	2010-01-16 13:10:30	--------
10008	2010-01-16 13:24:27	--------
10010	2010-01-16 13:24:27	--------
10003	2010-01-16 14:20:15	--------
10001	2010-01-16 14:52:48	--------
10010	2010-01-16 15:06:45	--------
10008	2010-01-16 15:11:24	--------
10005	2010-01-16 15:16:03	--------
10007	2010-01-16 15:25:21	--------
10001	2010-01-16 15:34:39	--------
10005	2010-01-16 15:34:39	--------
10007	2010-01-16 15:57:54	--------
10001	2010-01-16 16:02:33	--------
10001	2010-01-16 16:11:51	--------
10009	2010-01-16 16:25:48	--------
10003	2010-01-16 16:30:27	--------
10007	2010-01-16 16:30:27	--------
10010	2010-01-16 17:07:39	--------
10004	2010-01-16 17:16:57	--------
10003	2010-01-16 17:35:33	--------
10004	2010-01-16 17:44:51	--------
10009	2010-01-16 18:03:27	--------
10009	2010-01-16 18:12:45	--------
10007	2010-01-16 19:03:54	--------
10000	2010-01-16 19:08:33	--------
10006	2010-01-16 19:45:45	--------
10010	2010-01-16 19:59:42	--------
10010	2010-01-16 20:04:21	--------
10003	2010-01-16 20:18:18	--------
10008	2010-01-16 20:36:54	--------
10007	2010-01-16 20:46:12	--------
10007	2010-01-16 21:23:24	--------
10001	2010-01-16 21:37:21	--------
10001	2010-01-16 21:42:00	--------
10003	2010-01-16 21:51:18	--------
10004	2010-01-16 22:14:33	--------
10005	2010-01-16 22:14:33	--------
10010	2010-01-16 22:14:33	--------
10005	2010-01-16 22:37:48	--------
10010	2010-01-16 22:47:06	--------
10001	2010-01-16 23:05:42	--------
10001	2010-01-16 23:15:00	--------
10004	2010-01-16 23:15:00	--------
10005	2010-01-16 23:38:15	--------
10007	2010-01-16 23:47:33	--------
10001	2010-01-17 00:01:30	--------
10005	2010-01-17 00:01:30	--------
10005	2010-01-17 00:06:09	--------
10004	2010-01-17 00:10:48	--------
10008	2010-01-17 00:43:21	--------
10005	2010-01-17 01:06:36	--------
10006	2010-01-17 01:15:54	--------
10001	2010-01-17 01:20:33	--------
10004	2010-01-17 01:29:51	--------
10004	2010-01-17 01:39:09	--------
10006	2010-01-17 01:48:27	--------
10001	2010-01-17 01:53:06	--------
10004	2010-01-17 02:02:24	--------
10009	2010-01-17 02:21:00	--------
10009	2010-01-17 02:25:39	--------
10000	2010-01-17 02:30:18	--------
10001	2010-01-17 02:58:12	--------
10001	2010-01-17 03:02:51	--------
10001	2010-01-17 03:16:48	--------
10010	2010-01-17 03:26:06	--------
10002	2010-01-17 03:30:45	--------
10005	2010-01-17 03:40:03	--------
10008	2010-01-17 03:40:03	--------
10010	2010-01-17 03:49:21	--------
10000	2010-01-17 04:17:15	--------
10009	2010-01-17 04:17:15	--------
10006	2010-01-17 04:21:54	--------
10007	2010-01-17 04:54:27	--------
10010	2010-01-17 05:17:42	--------
10007	2010-01-17 05:27:00	--------
10008	2010-01-17 05:36:18	--------
10001	2010-01-17 05:40:57	--------
10001	2010-01-17 06:22:48	--------
10010	2010-01-17 06:36:45	--------
10010	2010-01-17 06:46:03	--------
10010	2010-01-17 07:00:00	--------
10010	2010-01-17 07:09:18	--------
10006	2010-01-17 07:23:15	--------
10010	2010-01-17 07:23:15	--------
10006	2010-01-17 07:32:33	--------
10001	2010-01-17 07:37:12	--------
10007	2010-01-17 08:14:24	--------
10001	2010-01-17 08:19:03	--------
10005	2010-01-17 08:23:42	--------
10001	2010-01-17 08:28:21	--------
10004	2010-01-17 08:28:21	--------
10001	2010-01-17 08:51:36	--------
10005	2010-01-17 08:56:15	--------
10001	2010-01-17 09:05:33	--------
10007	2010-01-17 09:10:12	--------
10004	2010-01-17 09:19:30	--------
10007	2010-01-17 09:19:30	--------
10007	2010-01-17 09:33:27	--------
10006	2010-01-17 09:52:03	--------
10004	2010-01-17 10:15:18	--------
10005	2010-01-17 10:15:18	--------
10008	2010-01-17 10:15:18	--------
10004	2010-01-17 10:33:54	--------
10010	2010-01-17 10:38:33	--------
10003	2010-01-17 10:43:12	--------
10001	2010-01-17 10:52:30	--------
10009	2010-01-17 11:11:06	--------
10010	2010-01-17 11:20:24	--------
10001	2010-01-17 11:25:03	--------
10004	2010-01-17 12:11:33	--------
10010	2010-01-17 12:48:45	--------
10003	2010-01-17 13:07:21	--------
10010	2010-01-17 13:25:57	--------
10007	2010-01-17 13:39:54	--------
10001	2010-01-17 13:44:33	--------
10008	2010-01-17 13:44:33	--------
10007	2010-01-17 13:53:51	--------
10002	2010-01-17 14:03:09	--------
10008	2010-01-17 14:03:09	--------
10005	2010-01-17 14:07:48	--------
10010	2010-01-17 14:45:00	--------
10001	2010-01-17 14:49:39	--------
10003	2010-01-17 14:49:39	--------
10005	2010-01-17 14:54:18	--------
10010	2010-01-17 14:54:18	--------
10001	2010-01-17 15:12:54	--------
10007	2010-01-17 15:12:54	--------
10002	2010-01-17 15:31:30	--------
10003	2010-01-17 15:50:06	--------
10005	2010-01-17 15:54:45	--------
10004	2010-01-17 15:59:24	--------
10006	2010-01-17 16:13:21	--------
10004	2010-01-17 16:18:00	--------
10005	2010-01-17 16:22:39	--------
10009	2010-01-17 16:27:18	--------
10005	2010-01-17 17:09:09	--------
10001	2010-01-17 17:13:48	--------
10006	2010-01-17 17:13:48	--------
10000	2010-01-17 17:32:24	--------
10007	2010-01-17 17:32:24	--------
10001	2010-01-17 17:46:21	--------
10004	2010-01-17 17:46:21	--------
10005	2010-01-17 17:55:39	--------
10000	2010-01-17 18:09:36	--------
10005	2010-01-17 18:32:51	--------
10002	2010-01-17 19:05:24	--------
10002	2010-01-17 19:10:03	--------
10001	2010-01-17 19:14:42	--------
10004	2010-01-17 19:33:18	--------
10002	2010-01-17 19:42:36	--------
10005	2010-01-17 19:42:36	--------
10009	2010-01-17 19:51:54	--------
10004	2010-01-17 20:01:12	--------
10008	2010-01-17 20:05:51	--------
10010	2010-01-17 20:24:27	--------
10002	2010-01-17 20:57:00	--------
10008	2010-01-17 21:01:39	--------
10004	2010-01-17 21:29:33	--------
10008	2010-01-17 21:34:12	--------
10004	2010-01-17 21:48:09	--------
10007	2010-01-17 21:52:48	--------
10005	2010-01-17 21:57:27	--------
10003	2010-01-17 22:11:24	--------
10005	2010-01-17 22:39:18	--------
10005	2010-01-17 22:43:57	--------
10010	2010-01-17 23:02:33	--------
10000	2010-01-17 23:07:12	--------
10005	2010-01-17 23:21:09	--------
10007	2010-01-17 23:30:27	--------
10001	2010-01-17 23:35:06	--------
10004	2010-01-17 23:39:45	--------
10003	2010-01-17 23:49:03	--------
10005	2010-01-17 23:53:42	--------
10010	2010-01-17 23:53:42	--------
10005	2010-01-18 00:12:18	--------
10005	2010-01-18 00:21:36	--------
10005	2010-01-18 00:40:12	--------
10002	2010-01-18 00:58:48	--------
10000	2010-01-18 01:03:27	--------
10006	2010-01-18 01:03:27	--------
10004	2010-01-18 01:26:42	--------
10010	2010-01-18 01:31:21	--------
10007	2010-01-18 01:54:36	--------
10001	2010-01-18 01:59:15	--------
10001	2010-01-18 02:08:33	--------
10003	2010-01-18 02:08:33	--------
10010	2010-01-18 02:22:30	--------
10004	2010-01-18 02:31:48	--------
10004	2010-01-18 02:36:27	--------
10007	2010-01-18 02:55:03	--------
10006	2010-01-18 03:13:39	--------
10009	2010-01-18 03:50:51	--------
10010	2010-01-18 03:55:30	--------
10003	2010-01-18 04:23:24	--------
10010	2010-01-18 04:37:21	--------
10008	2010-01-18 04:46:39	--------
10009	2010-01-18 04:55:57	--------
10005	2010-01-18 05:05:15	--------
10010	2010-01-18 05:09:54	--------
10004	2010-01-18 05:28:30	--------
10010	2010-01-18 06:10:21	--------
10005	2010-01-18 06:33:36	--------
10006	2010-01-18 06:47:33	--------
10003	2010-01-18 06:52:12	--------
10002	2010-01-18 07:01:30	--------
10010	2010-01-18 07:01:30	--------
10004	2010-01-18 07:29:24	--------
10001	2010-01-18 08:11:15	--------
10001	2010-01-18 08:15:54	--------
10005	2010-01-18 08:25:12	--------
10005	2010-01-18 08:34:30	--------
10006	2010-01-18 08:48:27	--------
10009	2010-01-18 08:48:27	--------
10006	2010-01-18 08:53:06	--------
10009	2010-01-18 09:07:03	--------
10005	2010-01-18 09:16:21	--------
10006	2010-01-18 10:07:30	--------
10009	2010-01-18 10:30:45	--------
10010	2010-01-18 10:35:24	--------
10009	2010-01-18 10:40:03	--------
10005	2010-01-18 10:49:21	--------
10008	2010-01-18 11:21:54	--------
10006	2010-01-18 11:35:51	--------
10010	2010-01-18 11:59:06	--------
10001	2010-01-18 12:03:45	--------
10002	2010-01-18 12:03:45	--------
10003	2010-01-18 12:03:45	--------
10006	2010-01-18 12:13:03	--------
10004	2010-01-18 12:17:42	--------
10006	2010-01-18 12:54:54	--------
10010	2010-01-18 13:41:24	--------
10004	2010-01-18 13:55:21	--------
10004	2010-01-18 14:00:00	--------
10008	2010-01-18 14:00:00	--------
10010	2010-01-18 14:04:39	--------
10003	2010-01-18 14:18:36	--------
10004	2010-01-18 14:32:33	--------
10009	2010-01-18 14:32:33	--------
10001	2010-01-18 14:51:09	--------
10010	2010-01-18 14:51:09	--------
10005	2010-01-18 15:28:21	--------
10004	2010-01-18 15:37:39	--------
10005	2010-01-18 16:10:12	--------
10009	2010-01-18 16:10:12	--------
10010	2010-01-18 16:14:51	--------
10003	2010-01-18 16:19:30	--------
10010	2010-01-18 16:19:30	--------
10010	2010-01-18 16:24:09	--------
10010	2010-01-18 16:33:27	--------
10006	2010-01-18 16:38:06	--------
10004	2010-01-18 16:52:03	--------
10009	2010-01-18 17:38:33	--------
10005	2010-01-18 18:06:27	--------
10004	2010-01-18 18:11:06	--------
10005	2010-01-18 18:11:06	--------
10005	2010-01-18 18:20:24	--------
10001	2010-01-18 18:25:03	--------
10008	2010-01-18 18:25:03	--------
10009	2010-01-18 18:34:21	--------
10005	2010-01-18 18:52:57	--------
10006	2010-01-18 19:02:15	--------
10006	2010-01-18 19:06:54	--------
10010	2010-01-18 19:11:33	--------
10005	2010-01-18 19:39:27	--------
10009	2010-01-18 19:44:06	--------
10007	2010-01-18 20:02:42	--------
10004	2010-01-18 20:07:21	--------
10010	2010-01-18 20:49:12	--------
10005	2010-01-18 20:58:30	--------
10008	2010-01-18 20:58:30	--------
10001	2010-01-18 21:03:09	--------
10005	2010-01-18 21:07:48	--------
10000	2010-01-18 21:17:06	--------
10009	2010-01-18 21:17:06	--------
10001	2010-01-18 21:26:24	--------
10005	2010-01-18 21:31:03	--------
10005	2010-01-18 21:40:21	--------
10010	2010-01-18 21:45:00	--------
10001	2010-01-18 21:54:18	--------
10001	2010-01-18 21:58:57	--------
