Date	PlateNumber	IllegalMatter	Fines	Settled	SettledDate	LateFees
2009-02-12 01:45:00	ISL 592	Red light	50	false		0
2009-02-12 04:00:00	VRY 244	Parking	100	false		0
2009-02-12 06:05:00	ARZ 949	Retrograde	2000	false		0
2009-02-12 06:30:00	GMK 940	Retrograde	2000	false		0
2009-02-12 07:10:00	944 AQT	Unlicensed	600	true	2009-02-21 14:35:00	0
2009-02-12 07:30:00	LTK 292	Unlicensed	600	false		0
2009-02-12 08:40:00	XIQ 068	Parking	100	true	2009-02-15 11:25:00	0
2009-02-12 09:15:00	QZI 084	Drunk driving	2000	false		0
2009-02-12 10:50:00	854 PRW	Impose on yellow line	100	false		0
2009-02-12 11:00:00	402 ILU	Impose on yellow line	100	false		0
2009-02-12 12:35:00	SLO 911	Parking	100	false		0
2009-02-12 14:35:00	OTL 486	Drunk driving	2000	false		0
2009-02-12 21:10:00	POI 891	Speeding	600	true	2009-02-27 16:30:00	0
2009-02-12 21:50:00	OAP 346	Illegal U-turn	400	false		0
2009-02-12 22:35:00	QSL 073	Unlicensed	600	false		0
2009-02-12 23:10:00	EUM 543	Retrograde	2000	true	2009-02-19 14:20:00	0
2009-02-13 00:25:00	CRB 820	Impose on yellow line	100	false		0
2009-02-13 00:45:00	553 GFL	Red light	50	false		0
2009-02-13 01:10:00	EJM 064	Impose on yellow line	100	false		0
2009-02-13 01:35:00	ZYQ 370	Retrograde	2000	false		0
2009-02-13 02:50:00	OZJ 737	Impose on yellow line	100	false		0
2009-02-13 04:05:00	624 QVF	Impose on yellow line	100	true	2009-02-27 17:00:00	0
2009-02-13 04:25:00	532 IOK	Retrograde	2000	false		0
2009-02-13 06:30:00	ZUT 751	Speeding	600	false		0
2009-02-13 08:15:00	461 VTX	Disobey the policeman	400	false		0
2009-02-13 08:55:00	RRO 188	Retrograde	2000	false		0
2009-02-13 09:25:00	RTP 980	Parking	100	true	2009-02-21 13:15:00	0
2009-02-13 11:15:00	HGW 205	Parking	100	false		0
2009-02-13 12:00:00	126 ISK	Speeding	600	false		0
2009-02-13 12:40:00	XAA 231	Drunk driving	2000	false		0
2009-02-13 12:45:00	OMO 559	Parking	100	false		0
2009-02-13 16:55:00	606 VWJ	Parking	100	false		0
2009-02-13 17:50:00	XHT 233	Parking	100	true	2009-02-24 15:50:00	0
2009-02-13 18:15:00	EXP 912	Disobey the policeman	400	true	2009-02-21 12:45:00	0
2009-02-13 19:40:00	183 XGH	Speeding	600	false		0
2009-02-13 22:20:00	PJU 138	Retrograde	2000	true	2009-02-28 14:55:00	0
2009-02-14 00:30:00	CUL 390	Impose on yellow line	100	false		0
2009-02-14 01:15:00	FIB 145	Disobey the policeman	400	false		0
2009-02-14 01:25:00	DHX 873	Impose on yellow line	100	false		0
2009-02-14 04:30:00	WEF 918	Speeding	600	false		0
2009-02-14 06:20:00	IQB 455	Retrograde	2000	false		0
2009-02-14 06:35:00	ZNX 491	Impose on yellow line	100	false		0
2009-02-14 06:40:00	VNO 265	Illegal U-turn	400	false		0
2009-02-14 08:55:00	ZEJ 388	Red light	50	false		0
2009-02-14 09:30:00	PRU 835	Red light	50	false		0
2009-02-14 09:45:00	EQZ 964	Red light	50	false		0
2009-02-14 10:15:00	VAQ 842	Red light	50	true	2009-02-27 17:15:00	0
2009-02-14 14:40:00	455 UMK	Drunk driving	2000	false		0
2009-02-14 15:35:00	236 AJM	Impose on yellow line	100	false		0
2009-02-14 22:00:00	IJW 030	Drunk driving	2000	false		0
2009-02-15 01:05:00	QUT 106	Disobey the policeman	400	true	2009-02-18 16:15:00	0
2009-02-15 07:25:00	YTI 360	Speeding	600	false		0
2009-02-15 07:50:00	BDI 031	Red light	50	false		0
2009-02-15 08:40:00	346 KAQ	Parking	100	false		0
2009-02-15 08:55:00	ELB 779	Red light	50	false		0
2009-02-15 09:55:00	EQE 142	Illegal U-turn	400	false		0
2009-02-15 13:40:00	UFX 991	Parking	100	false		0
2009-02-15 14:00:00	RLX 545	Retrograde	2000	true	2009-02-25 15:50:00	0
2009-02-15 14:25:00	941 OSD	Disobey the policeman	400	true	2009-02-19 10:45:00	0
2009-02-15 18:25:00	AAF 117	Impose on yellow line	100	false		0
2009-02-15 19:15:00	UYN 414	Unlicensed	600	false		0
2009-02-15 20:10:00	FBO 700	Parking	100	true	2009-02-19 13:40:00	0
2009-02-15 22:15:00	XYG 673	Parking	100	false		0
2009-02-15 22:50:00	UDK 865	Speeding	600	false		0
2009-02-15 23:00:00	TSM 640	Speeding	600	false		0
2009-02-16 01:15:00	038 HAV	Disobey the policeman	400	false		0
2009-02-16 01:30:00	RCH 902	Drunk driving	2000	false		0
2009-02-16 03:20:00	RYN 193	Drunk driving	2000	false		0
2009-02-16 03:25:00	NKW 592	Illegal U-turn	400	false		0
2009-02-16 06:55:00	UWO 035	Unlicensed	600	true	2009-02-19 12:15:00	0
2009-02-16 07:05:00	546 FBR	Parking	100	false		0
2009-02-16 07:55:00	542 MKB	Disobey the policeman	400	false		0
2009-02-16 10:35:00	HMH 846	Impose on yellow line	100	false		0
2009-02-16 12:00:00	ZMR 379	Red light	50	false		0
2009-02-16 15:00:00	765 OFY	Unlicensed	600	false		0
2009-02-16 16:00:00	069 SMA	Retrograde	2000	false		0
2009-02-16 16:25:00	340 WSF	Drunk driving	2000	false		0
2009-02-16 18:10:00	SAY 593	Illegal U-turn	400	false		0
2009-02-16 18:30:00	RHY 731	Drunk driving	2000	false		0
2009-02-16 20:35:00	723 RNB	Speeding	600	false		0
2009-02-16 20:40:00	068 CHX	Disobey the policeman	400	true	2009-02-27 14:55:00	0
2009-02-16 21:20:00	SKG 741	Drunk driving	2000	false		0
2009-02-16 23:20:00	TDI 571	Illegal U-turn	400	false		0
2009-02-17 00:55:00	HCO 443	Red light	50	true	2009-02-23 09:40:00	0
2009-02-17 02:00:00	XZV 558	Parking	100	false		0
2009-02-17 04:10:00	831 XOP	Retrograde	2000	false		0
2009-02-17 06:05:00	AOG 432	Parking	100	false		0
2009-02-17 06:40:00	VKN 530	Impose on yellow line	100	false		0
2009-02-17 10:40:00	GOW 870	Impose on yellow line	100	false		0
2009-02-17 12:00:00	VEF 447	Disobey the policeman	400	true	2009-02-22 13:45:00	0
2009-02-17 12:35:00	KIQ 159	Impose on yellow line	100	false		0
2009-02-17 13:50:00	RBC 135	Drunk driving	2000	false		0
2009-02-17 14:35:00	QLB 583	Parking	100	false		0
2009-02-17 15:20:00	RND 558	Unlicensed	600	false		0
2009-02-17 16:45:00	XAF 805	Unlicensed	600	false		0
2009-02-17 17:10:00	YQS 996	Parking	100	false		0
2009-02-17 17:30:00	724 XVG	Drunk driving	2000	false		0
2009-02-17 18:20:00	101 JKN	Drunk driving	2000	true	2009-02-20 09:50:00	0
2009-02-17 19:30:00	RHN 466	Red light	50	false		0
2009-02-17 20:25:00	QTO 826	Red light	50	true	2009-02-18 12:20:00	0
2009-02-17 21:10:00	LON 223	Retrograde	2000	false		0
2009-02-17 21:20:00	MIL 081	Retrograde	2000	false		0
2009-02-17 21:30:00	KSY 760	Red light	50	false		0
2009-02-17 22:20:00	CET 803	Illegal U-turn	400	false		0
2009-02-17 22:25:00	AMN 454	Impose on yellow line	100	false		0
2009-02-18 00:10:00	YRQ 189	Parking	100	false		0
2009-02-18 01:20:00	KOV 224	Retrograde	2000	false		0
2009-02-18 02:50:00	LHT 694	Disobey the policeman	400	false		0
2009-02-18 04:55:00	IGV 457	Red light	50	false		0
2009-02-18 06:55:00	IEZ 501	Speeding	600	false		0
2009-02-18 08:30:00	XHQ 585	Disobey the policeman	400	false		0
2009-02-18 08:45:00	YIA 875	Unlicensed	600	true	2009-02-22 13:00:00	0
2009-02-18 09:30:00	JNQ 858	Illegal U-turn	400	false		0
2009-02-18 10:35:00	RGY 483	Red light	50	false		0
2009-02-18 12:05:00	698 BVB	Disobey the policeman	400	true	2009-02-18 15:45:00	0
2009-02-18 12:25:00	SMW 361	Impose on yellow line	100	false		0
2009-02-18 12:30:00	525 VPT	Drunk driving	2000	true	2009-02-24 10:10:00	0
2009-02-18 13:25:00	CNK 709	Impose on yellow line	100	false		0
2009-02-18 17:05:00	OAA 385	Impose on yellow line	100	false		0
2009-02-18 19:50:00	WNW 609	Retrograde	2000	false		0
2009-02-18 20:00:00	429 FHM	Drunk driving	2000	false		0
2009-02-18 21:00:00	QKU 429	Red light	50	false		0
2009-02-19 01:20:00	UAO 147	Red light	50	false		0
2009-02-19 02:00:00	XHS 265	Illegal U-turn	400	true	2009-02-19 16:25:00	0
2009-02-19 02:15:00	BEL 289	Disobey the policeman	400	false		0
2009-02-19 04:50:00	797 TPM	Disobey the policeman	400	false		0
2009-02-19 07:20:00	EVM 572	Retrograde	2000	false		0
2009-02-19 10:05:00	YEV 234	Unlicensed	600	false		0
2009-02-19 13:15:00	ULX 871	Parking	100	false		0
2009-02-19 13:40:00	ZJO 253	Parking	100	false		0
2009-02-19 14:50:00	WIM 726	Retrograde	2000	false		0
2009-02-19 18:05:00	VCE 421	Parking	100	false		0
2009-02-19 18:20:00	QHK 531	Retrograde	2000	true	2009-02-22 17:20:00	0
2009-02-19 22:20:00	MEP 662	Retrograde	2000	false		0
2009-02-20 00:55:00	YFT 753	Retrograde	2000	false		0
2009-02-20 02:10:00	263 IKH	Disobey the policeman	400	false		0
2009-02-20 03:55:00	399 EJU	Impose on yellow line	100	false		0
2009-02-20 04:55:00	079 MGC	Drunk driving	2000	false		0
2009-02-20 05:40:00	ZEP 748	Red light	50	false		0
2009-02-20 12:15:00	RPQ 812	Impose on yellow line	100	false		0
2009-02-20 13:55:00	185 WKW	Speeding	600	true	2009-02-25 13:40:00	0
2009-02-20 14:15:00	HND 434	Illegal U-turn	400	false		0
2009-02-20 14:30:00	EOP 595	Retrograde	2000	false		0
2009-02-20 15:45:00	NIZ 023	Retrograde	2000	false		0
2009-02-20 18:00:00	GBR 513	Retrograde	2000	true	2009-02-21 09:40:00	0
2009-02-20 18:45:00	RRJ 625	Illegal U-turn	400	false		0
2009-02-20 19:05:00	KNC 581	Unlicensed	600	false		0
2009-02-20 20:15:00	UME 919	Parking	100	false		0
2009-02-20 21:15:00	WOZ 343	Drunk driving	2000	false		0
2009-02-20 21:30:00	013 OPB	Impose on yellow line	100	false		0
2009-02-20 21:45:00	KBT 539	Speeding	600	true	2009-02-23 09:20:00	0
2009-02-20 23:30:00	SYD 037	Drunk driving	2000	false		0
2009-02-21 00:50:00	FAO 294	Retrograde	2000	false		0
2009-02-21 04:55:00	WXL 815	Parking	100	false		0
2009-02-21 05:35:00	SCF 831	Disobey the policeman	400	false		0
2009-02-21 06:25:00	MKV 146	Disobey the policeman	400	false		0
2009-02-21 09:10:00	BLQ 980	Illegal U-turn	400	false		0
2009-02-21 12:50:00	ZFJ 600	Speeding	600	false		0
2009-02-21 13:15:00	742 YRL	Unlicensed	600	false		0
2009-02-21 13:45:00	USZ 241	Impose on yellow line	100	false		0
2009-02-21 14:40:00	SHX 641	Unlicensed	600	false		0
2009-02-21 14:55:00	GTK 834	Unlicensed	600	false		0
2009-02-21 15:05:00	LKL 132	Impose on yellow line	100	false		0
2009-02-21 15:30:00	ZWV 141	Disobey the policeman	400	false		0
2009-02-21 15:45:00	LHL 813	Impose on yellow line	100	false		0
2009-02-21 20:15:00	514 OVG	Drunk driving	2000	true	2009-02-27 11:15:00	0
2009-02-21 23:25:00	BDS 520	Red light	50	false		0
2009-02-22 00:05:00	175 SVB	Impose on yellow line	100	false		0
2009-02-22 00:30:00	UWF 987	Unlicensed	600	false		0
2009-02-22 02:05:00	248 SCT	Disobey the policeman	400	false		0
2009-02-22 03:15:00	527 AJW	Red light	50	false		0
2009-02-22 04:25:00	JEY 268	Retrograde	2000	true	2009-02-28 11:00:00	0
2009-02-22 06:05:00	UUX 839	Red light	50	false		0
2009-02-22 06:25:00	ILB 748	Unlicensed	600	true	2009-02-28 16:30:00	0
2009-02-22 06:50:00	EOR 125	Drunk driving	2000	false		0
2009-02-22 09:30:00	IHC 580	Retrograde	2000	false		0
2009-02-22 10:55:00	KVO 871	Drunk driving	2000	false		0
2009-02-22 13:15:00	LHB 282	Unlicensed	600	false		0
2009-02-22 15:25:00	443 PNZ	Parking	100	false		0
2009-02-22 15:30:00	VZG 729	Parking	100	false		0
2009-02-22 16:30:00	PJA 679	Unlicensed	600	false		0
2009-02-22 16:35:00	278 EMT	Drunk driving	2000	false		0
2009-02-22 18:40:00	645 YSI	Drunk driving	2000	false		0
2009-02-22 19:05:00	TTD 835	Impose on yellow line	100	false		0
2009-02-22 19:30:00	NPB 402	Drunk driving	2000	true	2009-02-23 12:10:00	0
2009-02-22 20:25:00	XRF 318	Speeding	600	false		0
2009-02-22 21:10:00	RCR 607	Retrograde	2000	true	2009-02-26 14:10:00	0
2009-02-22 21:40:00	792 IAC	Unlicensed	600	false		0
2009-02-22 22:20:00	RIT 303	Retrograde	2000	false		0
2009-02-22 23:20:00	KLM 095	Retrograde	2000	false		0
2009-02-23 06:15:00	OXW 203	Impose on yellow line	100	false		0
2009-02-23 07:50:00	907 GLP	Illegal U-turn	400	false		0
2009-02-23 11:20:00	AUG 885	Unlicensed	600	true	2009-02-24 10:35:00	0
2009-02-23 12:55:00	QBR 360	Illegal U-turn	400	false		0
2009-02-23 13:50:00	LOI 696	Drunk driving	2000	false		0
2009-02-23 14:45:00	QLH 297	Impose on yellow line	100	false		0
2009-02-23 15:30:00	PEK 353	Drunk driving	2000	false		0
2009-02-23 16:20:00	LWJ 458	Retrograde	2000	false		0
2009-02-23 16:50:00	ELE 494	Impose on yellow line	100	false		0
2009-02-23 17:20:00	527 XSG	Illegal U-turn	400	false		0
2009-02-23 19:40:00	HGO 786	Red light	50	false		0
2009-02-23 20:55:00	YXE 363	Drunk driving	2000	false		0
2009-02-23 21:10:00	387 VAI	Unlicensed	600	false		0
2009-02-23 21:15:00	CNS 145	Impose on yellow line	100	false		0
2009-02-23 23:30:00	OHK 845	Unlicensed	600	false		0
2009-02-24 01:35:00	ECR 796	Impose on yellow line	100	false		0
2009-02-24 05:10:00	WWY 793	Unlicensed	600	false		0
2009-02-24 08:40:00	PFE 856	Illegal U-turn	400	false		0
2009-02-24 09:00:00	OFI 431	Drunk driving	2000	false		0
2009-02-24 10:45:00	QGA 860	Retrograde	2000	false		0
2009-02-24 14:00:00	TSR 280	Retrograde	2000	false		0
2009-02-24 14:30:00	724 XMF	Parking	100	false		0
2009-02-24 17:50:00	857 ZZH	Drunk driving	2000	false		0
2009-02-24 19:00:00	WIA 516	Unlicensed	600	false		0
2009-02-24 21:30:00	LTA 537	Impose on yellow line	100	false		0
2009-02-24 22:10:00	IXS 037	Parking	100	false		0
2009-02-25 01:35:00	959 SAC	Impose on yellow line	100	false		0
2009-02-25 04:00:00	RBY 897	Parking	100	false		0
2009-02-25 06:00:00	KSY 833	Parking	100	false		0
2009-02-25 08:10:00	636 CHM	Unlicensed	600	false		0
2009-02-25 10:50:00	FLD 483	Illegal U-turn	400	false		0
2009-02-25 11:30:00	EQR 367	Speeding	600	false		0
2009-02-25 11:45:00	MMO 635	Parking	100	false		0
2009-02-25 12:05:00	YBK 718	Disobey the policeman	400	false		0
2009-02-25 14:05:00	VAD 482	Unlicensed	600	false		0
2009-02-25 14:45:00	RUB 470	Impose on yellow line	100	false		0
2009-02-25 17:15:00	366 OZC	Red light	50	false		0
2009-02-25 18:30:00	730 XAZ	Illegal U-turn	400	false		0
2009-02-25 18:50:00	516 CDQ	Red light	50	false		0
2009-02-25 20:35:00	175 FZK	Illegal U-turn	400	false		0
2009-02-25 21:25:00	OJC 175	Drunk driving	2000	false		0
2009-02-25 21:30:00	ERK 808	Retrograde	2000	false		0
2009-02-25 23:20:00	BTC 488	Retrograde	2000	false		0
2009-02-26 00:10:00	RPB 400	Unlicensed	600	false		0
2009-02-26 00:15:00	EJW 219	Disobey the policeman	400	false		0
2009-02-26 00:30:00	182 WKQ	Retrograde	2000	false		0
2009-02-26 00:35:00	WIY 290	Parking	100	false		0
2009-02-26 02:35:00	DIW 561	Drunk driving	2000	false		0
2009-02-26 03:20:00	CTJ 799	Illegal U-turn	400	false		0
2009-02-26 05:25:00	KHP 978	Red light	50	false		0
2009-02-26 05:50:00	GPZ 087	Impose on yellow line	100	false		0
2009-02-26 05:55:00	378 QMV	Speeding	600	false		0
2009-02-26 06:05:00	ADB 395	Drunk driving	2000	false		0
2009-02-26 06:15:00	KAV 803	Speeding	600	false		0
2009-02-26 08:20:00	ARJ 667	Red light	50	true	2009-02-27 12:30:00	0
2009-02-26 10:50:00	475 CHS	Impose on yellow line	100	false		0
2009-02-26 11:30:00	WDK 576	Illegal U-turn	400	false		0
2009-02-26 15:35:00	960 EDP	Parking	100	false		0
2009-02-26 18:25:00	ZXG 584	Parking	100	false		0
2009-02-26 18:50:00	484 NMW	Drunk driving	2000	false		0
2009-02-27 00:05:00	FEL 382	Parking	100	false		0
2009-02-27 00:20:00	IGX 089	Impose on yellow line	100	false		0
2009-02-27 00:25:00	279 AHY	Red light	50	false		0
2009-02-27 00:50:00	746 AUF	Disobey the policeman	400	false		0
2009-02-27 01:15:00	KNA 496	Parking	100	false		0
2009-02-27 02:00:00	TRF 152	Impose on yellow line	100	false		0
2009-02-27 02:10:00	559 DEJ	Drunk driving	2000	false		0
2009-02-27 02:25:00	MXO 747	Impose on yellow line	100	false		0
2009-02-27 02:30:00	WVQ 066	Speeding	600	false		0
2009-02-27 03:55:00	MRV 855	Disobey the policeman	400	false		0
2009-02-27 04:25:00	XZV 681	Drunk driving	2000	false		0
2009-02-27 04:40:00	993 NDF	Impose on yellow line	100	false		0
2009-02-27 04:50:00	VKO 905	Disobey the policeman	400	false		0
2009-02-27 05:35:00	WRG 955	Drunk driving	2000	false		0
2009-02-27 05:40:00	142 TPJ	Illegal U-turn	400	false		0
2009-02-27 08:20:00	QYY 125	Drunk driving	2000	false		0
2009-02-27 08:45:00	XFO 163	Red light	50	false		0
2009-02-27 08:50:00	BUK 251	Parking	100	false		0
2009-02-27 09:35:00	EHI 825	Retrograde	2000	false		0
2009-02-27 10:30:00	463 UNN	Red light	50	false		0
2009-02-27 10:45:00	EDW 504	Impose on yellow line	100	false		0
2009-02-27 11:25:00	CQH 730	Impose on yellow line	100	false		0
2009-02-27 13:55:00	797 KUH	Disobey the policeman	400	false		0
2009-02-27 14:35:00	IMU 823	Red light	50	false		0
2009-02-27 14:45:00	YTE 222	Unlicensed	600	false		0
2009-02-27 20:00:00	EXF 516	Speeding	600	false		0
2009-02-27 20:35:00	YBP 399	Retrograde	2000	false		0
2009-02-27 21:10:00	525 HPN	Parking	100	false		0
2009-02-27 23:55:00	WPK 743	Unlicensed	600	false		0
2009-02-28 00:35:00	TLU 498	Illegal U-turn	400	false		0
2009-02-28 01:30:00	BSO 859	Speeding	600	false		0
2009-02-28 01:40:00	KTP 187	Retrograde	2000	false		0
2009-02-28 02:20:00	UQC 435	Speeding	600	false		0
2009-02-28 03:25:00	032 YOF	Speeding	600	false		0
2009-02-28 06:50:00	HJF 185	Drunk driving	2000	false		0
2009-02-28 11:30:00	556 ZJJ	Red light	50	false		0
2009-02-28 11:50:00	SPU 710	Illegal U-turn	400	false		0
2009-02-28 12:10:00	NRY 958	Illegal U-turn	400	false		0
2009-02-28 13:45:00	FHN 392	Illegal U-turn	400	false		0
2009-02-28 16:35:00	UCZ 381	Retrograde	2000	false		0
2009-02-28 16:45:00	YBL 948	Retrograde	2000	false		0
2009-02-28 17:10:00	NBV 428	Red light	50	false		0
2009-02-28 18:40:00	362 JWY	Illegal U-turn	400	false		0
2009-02-28 18:50:00	XRO 960	Drunk driving	2000	false		0
2009-02-28 19:25:00	MRP 874	Unlicensed	600	false		0
2009-02-28 21:30:00	KGT 061	Illegal U-turn	400	false		0
2009-02-28 22:40:00	DCE 260	Speeding	600	false		0
2009-02-28 22:45:00	PMY 662	Speeding	600	false		0
