ContractNo	ActualSale	SellDate	Product	Quantity	Amount	Client	ApplyArea	ApplyMethod
10623	8	1998-08-07 00:00:00	14	21	1429.75	FRANK	EastChina	SELF_USE
10624	4	1998-08-07 00:00:00	28	10	1393.24	THECR	Southwest	RESELL
10625	3	1998-08-08 00:00:00	14	3	479.75	ANATR	EastChina	RESELL
10626	1	1998-08-11 00:00:00	53	12	1503.6	BERGS	NorthChina	SELF_USE
10627	8	1998-08-11 00:00:00	62	15	1264.5	SAVEA	EastChina	RESELL
10628	4	1998-08-12 00:00:00	1	25	450.0	BLONP	Southwest	RESELL
10629	4	1998-08-12 00:00:00	29	20	2775.05	GODOS	EastChina	RESELL
10630	1	1998-08-13 00:00:00	55	12	918.0	KOENE	EastChina	SELF_USE
10631	8	1998-08-14 00:00:00	75	8	62.0	LAMAI	EastChina	RESELL
10632	8	1998-08-14 00:00:00	2	30	620.0	WANDK	EastChina	RESELL
10633	7	1998-08-15 00:00:00	12	36	6483.05	ERNSH	EastChina	SELF_USE
10634	4	1998-08-15 00:00:00	7	35	4985.5	FOLIG	NorthChina	RESELL
10635	8	1998-08-18 00:00:00	4	10	1380.25	MAGAA	NorthChina	RESELL
10636	4	1998-08-19 00:00:00	4	25	629.5	WARTH	SouthChina	RESELL
10637	6	1998-08-19 00:00:00	11	10	2896.25	QUEEN	EastChina	RESELL
10638	3	1998-08-20 00:00:00	45	20	2720.05	LINOD	EastChina	SELF_USE
10639	7	1998-08-20 00:00:00	18	8	500.0	SANTG	EastChina	SELF_USE
10640	4	1998-08-21 00:00:00	69	20	945.0	WANDK	Southwest	SELF_USE
10641	4	1998-08-22 00:00:00	2	50	2054.0	HILAA	Northeast	SELF_USE
10642	7	1998-08-22 00:00:00	21	30	870.0	SIMOB	NorthChina	RESELL
10643	6	1998-08-25 00:00:00	28	15	1086.0	BOLID	NorthChina	RESELL
10644	3	1998-08-25 00:00:00	18	4	1422.0	WELLI	EastChina	RESELL
10645	4	1998-08-26 00:00:00	18	20	1535.0	HANAR	SouthChina	SELF_USE
10646	9	1998-08-27 00:00:00	1	15	1928.0	HUNGO	EastChina	RESELL
10647	4	1998-08-27 00:00:00	19	30	636.0	QUEDE	NorthChina	SELF_USE
10648	5	1998-08-28 00:00:00	22	15	382.5	RICAR	EastChina	RESELL
10649	5	1998-08-28 00:00:00	28	20	1434.0	MAISD	Southwest	SELF_USE
10650	5	1998-08-29 00:00:00	30	30	1820.2	FAMIA	NorthChina	SELF_USE
10651	8	1998-09-01 00:00:00	19	12	530.4	WANDK	EastChina	RESELL
10652	4	1998-09-01 00:00:00	30	2	331.78	GOURL	EastChina	SELF_USE
10653	1	1998-09-02 00:00:00	16	30	1203.5	FRANK	EastChina	RESELL
10654	5	1998-09-02 00:00:00	4	12	668.7	BERGS	NorthChina	RESELL
10655	1	1998-09-03 00:00:00	41	20	193.0	REGGC	EastChina	RESELL
10656	6	1998-09-04 00:00:00	14	3	671.35	GREAL	NorthChina	RESELL
10657	2	1998-09-04 00:00:00	15	50	4371.6	SAVEA	NorthChina	RESELL
10658	4	1998-09-05 00:00:00	21	60	4668.0	QUICK	Southwest	RESELL
10659	7	1998-09-05 00:00:00	31	20	1291.6	QUEEN	EastChina	SELF_USE
10660	8	1998-09-08 00:00:00	20	21	1701.0	HUNGC	EastChina	RESELL
10661	7	1998-09-09 00:00:00	39	3	703.25	HUNGO	Northeast	SELF_USE
10662	3	1998-09-09 00:00:00	68	10	125.0	LONEP	EastChina	RESELL
10663	2	1998-09-10 00:00:00	40	30	2032.0	BONAP	NorthChina	RESELL
10664	1	1998-09-10 00:00:00	10	24	1515.75	FURIB	NorthChina	RESELL
10665	1	1998-09-11 00:00:00	51	20	1295.0	LONEP	EastChina	SELF_USE
10666	7	1998-09-12 00:00:00	29	36	4666.94	RICSU	SouthChina	RESELL
10667	7	1998-09-12 00:00:00	69	45	1921.0	ERNSH	EastChina	SELF_USE
10668	1	1998-09-15 00:00:00	31	8	694.75	WANDK	EastChina	SELF_USE
10669	2	1998-09-15 00:00:00	36	30	570.0	SIMOB	Southwest	SELF_USE
10670	4	1998-09-16 00:00:00	23	32	2301.75	FRANK	Northeast	RESELL
10671	1	1998-09-17 00:00:00	16	10	920.1	FRANR	EastChina	SELF_USE
10672	9	1998-09-17 00:00:00	38	15	4210.5	BERGS	NorthChina	SELF_USE
10673	2	1998-09-18 00:00:00	16	3	412.35	WILMK	EastChina	RESELL
10674	4	1998-09-18 00:00:00	23	5	45.0	ISLAT	SouthChina	RESELL
10675	5	1998-09-19 00:00:00	14	30	1423.0	FRANK	NorthChina	RESELL
10676	2	1998-09-22 00:00:00	10	2	534.85	TORTU	NorthChina	RESELL
10677	1	1998-09-22 00:00:00	26	30	956.9	ANTON	EastChina	RESELL
10678	7	1998-09-23 00:00:00	12	100	5256.5	SAVEA	EastChina	SELF_USE
10679	8	1998-09-23 00:00:00	59	12	660.0	BLONP	NorthChina	RESELL
10680	1	1998-09-24 00:00:00	16	50	1682.5	OLDWO	EastChina	SELF_USE
10681	3	1998-09-25 00:00:00	19	30	1327.0	GREAL	NorthChina	RESELL
10682	3	1998-09-25 00:00:00	33	30	375.5	ANTON	EastChina	RESELL
10683	2	1998-09-26 00:00:00	52	9	63.0	DUMON	EastChina	RESELL
10684	3	1998-09-26 00:00:00	40	20	1768.0	OTTIK	Southwest	RESELL
10685	4	1998-09-29 00:00:00	10	20	801.1	GOURL	NorthChina	RESELL
10686	2	1998-09-30 00:00:00	17	30	1638.45	PICCO	EastChina	SELF_USE
10687	9	1998-09-30 00:00:00	9	50	6201.9	HUNGO	EastChina	SELF_USE
10688	4	1998-10-01 00:00:00	10	18	3490.0	VAFFE	Southwest	SELF_USE
10689	1	1998-10-01 00:00:00	1	35	630.0	BERGS	NorthChina	SELF_USE
10690	1	1998-10-02 00:00:00	56	20	1150.0	HANAR	EastChina	RESELL
10691	2	1998-10-03 00:00:00	1	30	10164.8	QUICK	EastChina	SELF_USE
10692	9	1998-10-03 00:00:00	50	20	878.0	BSBEV	NorthChina	RESELL
10693	3	1998-10-06 00:00:00	9	6	2334.0	WHITC	EastChina	SELF_USE
10694	8	1998-10-06 00:00:00	7	90	4825.0	QUICK	EastChina	RESELL
10695	7	1998-10-07 00:00:00	8	10	642.0	WILMK	EastChina	RESELL
10696	8	1998-10-08 00:00:00	17	20	996.0	WHITC	SouthChina	RESELL
10697	3	1998-10-08 00:00:00	19	7	1073.9	LINOD	EastChina	SELF_USE
10698	4	1998-10-09 00:00:00	11	15	3600.73	ERNSH	Southwest	RESELL
10699	3	1998-10-09 00:00:00	47	12	114.0	MORGK	NorthChina	SELF_USE
10700	3	1998-10-10 00:00:00	1	5	2048.0	SAVEA	Northeast	RESELL
10701	6	1998-10-13 00:00:00	59	42	3370.0	HUNGO	NorthChina	RESELL
10702	1	1998-10-13 00:00:00	3	6	330.0	ANATR	EastChina	SELF_USE
10703	6	1998-10-14 00:00:00	2	5	2545.0	FOLKO	SouthChina	SELF_USE
10704	6	1998-10-14 00:00:00	4	6	595.5	QUEEN	EastChina	RESELL
10705	9	1998-10-15 00:00:00	31	20	378.0	HILAA	NorthChina	RESELL
10706	8	1998-10-16 00:00:00	16	20	1893.0	OLDWO	EastChina	RESELL
10707	4	1998-10-16 00:00:00	55	21	1704.0	AROUT	Southwest	SELF_USE
10708	6	1998-10-17 00:00:00	5	4	180.4	THEBI	EastChina	SELF_USE
10709	1	1998-10-17 00:00:00	8	40	3424.0	GOURL	NorthChina	RESELL
10710	1	1998-10-20 00:00:00	19	5	93.5	FRANS	EastChina	SELF_USE
10711	5	1998-10-21 00:00:00	19	12	4451.7	SAVEA	NorthChina	SELF_USE
10712	3	1998-10-21 00:00:00	53	3	1238.4	HUNGO	EastChina	SELF_USE
10713	1	1998-10-22 00:00:00	10	18	2827.9	SAVEA	EastChina	SELF_USE
10714	5	1998-10-22 00:00:00	2	30	2941.0	SAVEA	NorthChina	RESELL
10715	3	1998-10-23 00:00:00	10	21	1296.0	BONAP	NorthChina	SELF_USE
10716	4	1998-10-24 00:00:00	21	5	706.0	RANCH	NorthChina	RESELL
10717	1	1998-10-24 00:00:00	21	32	1331.75	FRANK	EastChina	SELF_USE
10718	1	1998-10-27 00:00:00	12	36	3463.0	KOENE	Southwest	SELF_USE
10719	8	1998-10-27 00:00:00	18	12	1125.67	LETSS	EastChina	SELF_USE
10720	8	1998-10-28 00:00:00	35	21	550.0	QUEDE	EastChina	RESELL
10721	5	1998-10-29 00:00:00	44	50	972.5	QUICK	NorthChina	SELF_USE
10722	8	1998-10-29 00:00:00	2	3	1570.0	SAVEA	EastChina	SELF_USE
10723	3	1998-10-30 00:00:00	26	15	468.45	WHITC	Northeast	RESELL
10724	8	1998-10-30 00:00:00	10	16	638.5	MEREP	EastChina	RESELL
10725	4	1998-10-31 00:00:00	41	12	287.8	FAMIA	EastChina	SELF_USE
10726	4	1998-11-03 00:00:00	4	25	655.0	EASTC	NorthChina	RESELL
10727	2	1998-11-03 00:00:00	17	20	1710.0	REGGC	Southwest	SELF_USE
10728	4	1998-11-04 00:00:00	30	15	1296.75	QUEEN	EastChina	SELF_USE
10729	8	1998-11-04 00:00:00	1	50	1850.0	LINOD	NorthChina	SELF_USE
10730	5	1998-11-05 00:00:00	16	15	509.75	BONAP	Northeast	SELF_USE
10731	7	1998-11-06 00:00:00	21	40	1990.0	CHOPS	EastChina	SELF_USE
10732	3	1998-11-06 00:00:00	76	20	360.0	BONAP	SouthChina	RESELL
10733	1	1998-11-07 00:00:00	14	16	1459.0	BERGS	NorthChina	SELF_USE
10734	2	1998-11-07 00:00:00	6	30	1498.35	GOURL	NorthChina	RESELL
10735	6	1998-11-10 00:00:00	61	20	596.0	LETSS	NorthChina	RESELL
10736	9	1998-11-11 00:00:00	65	40	997.0	HUNGO	Southwest	SELF_USE
10737	2	1998-11-11 00:00:00	13	4	139.8	VINET	NorthChina	SELF_USE
10738	2	1998-11-12 00:00:00	16	3	52.35	SPECD	EastChina	RESELL
10739	3	1998-11-12 00:00:00	36	6	240.0	VINET	EastChina	RESELL
10740	4	1998-11-13 00:00:00	28	5	1770.0	WHITC	EastChina	RESELL
10741	4	1998-11-14 00:00:00	2	15	285.0	AROUT	EastChina	RESELL
10742	3	1998-11-14 00:00:00	3	20	3118.0	BOTTM	EastChina	SELF_USE
10743	1	1998-11-17 00:00:00	46	28	336.0	AROUT	EastChina	SELF_USE
10744	6	1998-11-17 00:00:00	40	50	920.0	VAFFE	NorthChina	RESELL
10745	9	1998-11-18 00:00:00	18	24	4529.8	QUICK	EastChina	SELF_USE
10746	1	1998-11-19 00:00:00	13	6	2311.7	CHOPS	EastChina	SELF_USE
10747	6	1998-11-19 00:00:00	31	8	1912.85	PICCO	EastChina	RESELL
10748	3	1998-11-20 00:00:00	23	44	2196.0	SAVEA	Southwest	SELF_USE
10749	4	1998-11-20 00:00:00	56	15	1080.0	ISLAT	EastChina	RESELL
10750	9	1998-11-21 00:00:00	14	5	1871.25	WARTH	NorthChina	SELF_USE
10751	3	1998-11-24 00:00:00	26	12	1701.46	RICSU	EastChina	RESELL
10752	2	1998-11-24 00:00:00	1	8	252.0	NORTS	NorthChina	RESELL
10753	3	1998-11-25 00:00:00	45	4	88.0	FRANS	NorthChina	SELF_USE
10754	6	1998-11-25 00:00:00	40	3	55.2	MAGAA	EastChina	SELF_USE
10755	4	1998-11-26 00:00:00	47	30	2598.0	BONAP	EastChina	SELF_USE
10756	8	1998-11-27 00:00:00	18	21	2487.5	SPLIR	EastChina	RESELL
10757	6	1998-11-27 00:00:00	34	30	3082.0	SAVEA	EastChina	RESELL
10758	3	1998-11-28 00:00:00	26	20	1644.6	RICSU	EastChina	SELF_USE
10759	3	1998-11-28 00:00:00	32	10	320.0	ANATR	EastChina	RESELL
10760	4	1998-12-01 00:00:00	25	12	3304.0	MAISD	Northeast	SELF_USE
10761	5	1998-12-02 00:00:00	25	35	629.5	RATTC	SouthChina	RESELL
10762	3	1998-12-02 00:00:00	39	16	4337.0	FOLKO	NorthChina	SELF_USE
10763	3	1998-12-03 00:00:00	21	40	616.0	FOLIG	NorthChina	RESELL
10764	6	1998-12-03 00:00:00	3	20	2540.0	ERNSH	EastChina	RESELL
10765	3	1998-12-04 00:00:00	65	80	1684.0	QUICK	EastChina	SELF_USE
10766	4	1998-12-05 00:00:00	2	40	2310.0	OTTIK	NorthChina	SELF_USE
10767	4	1998-12-05 00:00:00	42	2	28.0	SUPRD	EastChina	RESELL
10768	3	1998-12-08 00:00:00	22	4	1477.0	AROUT	EastChina	SELF_USE
10769	3	1998-12-08 00:00:00	41	30	1704.0	VAFFE	EastChina	RESELL
10770	8	1998-12-09 00:00:00	11	15	315.0	HANAR	EastChina	SELF_USE
10771	9	1998-12-10 00:00:00	71	16	344.0	ERNSH	EastChina	SELF_USE
10772	3	1998-12-10 00:00:00	29	18	3603.22	LEHMS	EastChina	RESELL
10773	1	1998-12-11 00:00:00	17	33	2216.25	ERNSH	EastChina	RESELL
10774	4	1998-12-11 00:00:00	31	2	875.0	FOLKO	NorthChina	SELF_USE
10775	7	1998-12-12 00:00:00	10	6	228.0	THECR	EastChina	SELF_USE
10776	1	1998-12-15 00:00:00	31	16	6984.5	ERNSH	EastChina	SELF_USE
10777	7	1998-12-15 00:00:00	42	20	280.0	GOURL	EastChina	SELF_USE
10778	3	1998-12-16 00:00:00	41	10	96.5	BERGS	NorthChina	RESELL
10779	3	1998-12-16 00:00:00	16	20	1335.0	MORGK	NorthChina	RESELL
10780	2	1998-12-16 00:00:00	70	35	720.0	LILAS	NorthChina	RESELL
10781	2	1998-12-17 00:00:00	54	3	1132.35	WARTH	EastChina	SELF_USE
10782	9	1998-12-17 00:00:00	31	1	12.5	CACTU	NorthChina	SELF_USE
10783	4	1998-12-18 00:00:00	31	10	1442.5	HANAR	Northeast	SELF_USE
10784	4	1998-12-18 00:00:00	36	30	1650.0	MAGAA	Northeast	RESELL
10785	1	1998-12-18 00:00:00	10	10	387.5	GROSR	EastChina	RESELL
10786	8	1998-12-19 00:00:00	8	30	1913.85	QUEEN	SouthChina	RESELL
10787	2	1998-12-19 00:00:00	2	15	2760.8	LAMAI	EastChina	SELF_USE
10788	1	1998-12-22 00:00:00	19	50	770.0	QUICK	EastChina	RESELL
10789	1	1998-12-22 00:00:00	18	30	3687.0	FOLIG	NorthChina	RESELL
10790	6	1998-12-22 00:00:00	7	3	850.0	GOURL	SouthChina	SELF_USE
10791	6	1998-12-23 00:00:00	29	14	1926.06	FRANK	EastChina	RESELL
10792	1	1998-12-23 00:00:00	2	10	399.85	WOLZA	NorthChina	RESELL
10793	3	1998-12-24 00:00:00	41	14	191.1	AROUT	EastChina	RESELL
10794	6	1998-12-24 00:00:00	14	15	393.45	QUEDE	Southwest	SELF_USE
10795	8	1998-12-24 00:00:00	16	65	2499.25	ERNSH	NorthChina	SELF_USE
10796	3	1998-12-25 00:00:00	26	21	2878.08	HILAA	EastChina	SELF_USE
10797	7	1998-12-25 00:00:00	11	20	420.0	DRACD	EastChina	SELF_USE
10798	2	1998-12-26 00:00:00	62	2	446.6	ISLAT	EastChina	SELF_USE
10799	9	1998-12-26 00:00:00	13	20	1585.0	KOENE	EastChina	SELF_USE
10800	1	1998-12-26 00:00:00	11	50	1632.15	SEVES	NorthChina	SELF_USE
10801	4	1998-12-29 00:00:00	17	40	4035.8	BOLID	NorthChina	RESELL
10802	4	1998-12-29 00:00:00	30	25	3923.75	SIMOB	EastChina	SELF_USE
10803	4	1998-12-30 00:00:00	19	24	1255.8	WELLI	EastChina	SELF_USE
10804	6	1998-12-30 00:00:00	10	36	2290.4	SEVES	NorthChina	RESELL
10805	2	1998-12-30 00:00:00	34	10	2775.0	THEBI	EastChina	RESELL
10806	3	1998-12-31 00:00:00	2	20	572.1	VICTE	NorthChina	SELF_USE
10807	4	1998-12-31 00:00:00	40	1	18.4	FRANS	EastChina	RESELL
