BillingNo	Date	Customer	Amount
200908101048	2009-08-10 00:00:00	10047	86
200908101049	2009-08-10 00:00:00	10048	140
200908101050	2009-08-10 00:00:00	10049	87
200908101051	2009-08-10 00:00:00	10050	95
200908101052	2009-08-10 00:00:00	10051	14
200908101053	2009-08-10 00:00:00	10052	130
200908101054	2009-08-10 00:00:00	10053	192
200908101055	2009-08-10 00:00:00	10054	14
200908101056	2009-08-10 00:00:00	10055	16
200908101057	2009-08-10 00:00:00	10056	88
200908101058	2009-08-10 00:00:00	10057	67
200908101059	2009-08-10 00:00:00	10058	94
200908101060	2009-08-10 00:00:00	10059	92
200908101061	2009-08-10 00:00:00	10060	204
200908101062	2009-08-10 00:00:00	10061	11
200908101063	2009-08-10 00:00:00	10062	160
200908101064	2009-08-10 00:00:00	10063	193
200908101065	2009-08-10 00:00:00	10064	144
200908101066	2009-08-10 00:00:00	10065	205
200908101067	2009-08-10 00:00:00	10066	100
200908101068	2009-08-10 00:00:00	10067	120
200908101069	2009-08-10 00:00:00	10068	146
200908101070	2009-08-10 00:00:00	10069	200
200908101071	2009-08-10 00:00:00	10070	55
200908101072	2009-08-10 00:00:00	10071	91
200908101073	2009-08-10 00:00:00	10072	114
200908101074	2009-08-10 00:00:00	10073	58
200908101075	2009-08-10 00:00:00	10074	58
200908101076	2009-08-10 00:00:00	10075	156
200908101077	2009-08-10 00:00:00	10076	111
200908101078	2009-08-10 00:00:00	10077	36
200908101079	2009-08-10 00:00:00	10078	183
200908101080	2009-08-10 00:00:00	10079	20
200908101081	2009-08-10 00:00:00	10080	34
200908101082	2009-08-10 00:00:00	10081	58
200908101083	2009-08-10 00:00:00	10082	61
200908101084	2009-08-10 00:00:00	10083	88
200908101085	2009-08-10 00:00:00	10084	60
200908101086	2009-08-10 00:00:00	10085	89
200908101087	2009-08-10 00:00:00	10086	38
200908101088	2009-08-10 00:00:00	10087	23
200908101089	2009-08-10 00:00:00	10088	159
200908101090	2009-08-10 00:00:00	10089	149
200908101091	2009-08-10 00:00:00	10090	25
200908101092	2009-08-10 00:00:00	10091	10
200908101093	2009-08-10 00:00:00	10092	206
200908101094	2009-08-10 00:00:00	10093	57
200908101095	2009-08-10 00:00:00	10094	35
200908101096	2009-08-10 00:00:00	10095	55
200908101097	2009-08-10 00:00:00	10096	41
200908101098	2009-08-10 00:00:00	10097	55
200908101099	2009-08-10 00:00:00	10098	178
200908101100	2009-08-10 00:00:00	10099	17
200908101101	2009-08-10 00:00:00	10100	54
200908101102	2009-08-10 00:00:00	10101	90
200908101103	2009-08-10 00:00:00	10102	152
200908101104	2009-08-10 00:00:00	10103	75
200908101105	2009-08-10 00:00:00	10104	19
200908101106	2009-08-10 00:00:00	10105	60
200908101107	2009-08-10 00:00:00	10106	52
200908101108	2009-08-10 00:00:00	10107	154
200908101109	2009-08-10 00:00:00	10108	130
200908101110	2009-08-10 00:00:00	10109	204
200908101111	2009-08-10 00:00:00	10110	108
200908101112	2009-08-10 00:00:00	10111	101
200908101113	2009-08-10 00:00:00	10112	88
200908101194	2009-08-10 00:00:00	10193	159
200908101195	2009-08-10 00:00:00	10194	148
200908101196	2009-08-10 00:00:00	10195	62
200908101197	2009-08-10 00:00:00	10196	10
200908101198	2009-08-10 00:00:00	10197	12
200908101199	2009-08-10 00:00:00	10198	118
200908101200	2009-08-10 00:00:00	10199	96
200908101201	2009-08-10 00:00:00	10200	152
200909101001	2009-09-10 00:00:00	10000	117
200909101002	2009-09-10 00:00:00	10001	54
200909101003	2009-09-10 00:00:00	10002	117
200909101004	2009-09-10 00:00:00	10003	155
200909101005	2009-09-10 00:00:00	10004	128
200909101006	2009-09-10 00:00:00	10005	170
200909101007	2009-09-10 00:00:00	10006	113
200909101008	2009-09-10 00:00:00	10007	23
200909101009	2009-09-10 00:00:00	10008	67
200909101010	2009-09-10 00:00:00	10009	103
200909101011	2009-09-10 00:00:00	10010	52
200909101012	2009-09-10 00:00:00	10011	57
200909101013	2009-09-10 00:00:00	10012	10
200909101014	2009-09-10 00:00:00	10013	47
200909101015	2009-09-10 00:00:00	10014	170
200909101016	2009-09-10 00:00:00	10015	198
200909101017	2009-09-10 00:00:00	10016	132
200909101018	2009-09-10 00:00:00	10017	57
200909101019	2009-09-10 00:00:00	10018	163
200909101020	2009-09-10 00:00:00	10019	127
200909101021	2009-09-10 00:00:00	10020	185
200909101022	2009-09-10 00:00:00	10021	149
200909101023	2009-09-10 00:00:00	10022	71
200909101024	2009-09-10 00:00:00	10023	210
200909101025	2009-09-10 00:00:00	10024	136
200909101026	2009-09-10 00:00:00	10025	177
200909101027	2009-09-10 00:00:00	10026	50
200909101028	2009-09-10 00:00:00	10027	180
200909101029	2009-09-10 00:00:00	10028	128
200909101030	2009-09-10 00:00:00	10029	186
200909101031	2009-09-10 00:00:00	10030	199
200909101032	2009-09-10 00:00:00	10031	46
200909101033	2009-09-10 00:00:00	10032	51
200909101034	2009-09-10 00:00:00	10033	71
200909101035	2009-09-10 00:00:00	10034	70
200909101036	2009-09-10 00:00:00	10035	72
200909101037	2009-09-10 00:00:00	10036	79
200909101038	2009-09-10 00:00:00	10037	192
200909101039	2009-09-10 00:00:00	10038	106
200909101040	2009-09-10 00:00:00	10039	31
200909101041	2009-09-10 00:00:00	10040	146
200909101042	2009-09-10 00:00:00	10041	153
200909101043	2009-09-10 00:00:00	10042	205
200909101044	2009-09-10 00:00:00	10043	74
200909101045	2009-09-10 00:00:00	10044	60
200909101046	2009-09-10 00:00:00	10045	112
200909101047	2009-09-10 00:00:00	10046	63
200909101048	2009-09-10 00:00:00	10047	62
200909101049	2009-09-10 00:00:00	10048	206
200909101050	2009-09-10 00:00:00	10049	84
200909101051	2009-09-10 00:00:00	10050	178
200909101052	2009-09-10 00:00:00	10051	101
200909101053	2009-09-10 00:00:00	10052	14
200909101054	2009-09-10 00:00:00	10053	64
200909101055	2009-09-10 00:00:00	10054	115
200909101056	2009-09-10 00:00:00	10055	99
200909101057	2009-09-10 00:00:00	10056	67
200909101058	2009-09-10 00:00:00	10057	33
200909101059	2009-09-10 00:00:00	10058	107
200909101060	2009-09-10 00:00:00	10059	29
200909101061	2009-09-10 00:00:00	10060	202
200909101062	2009-09-10 00:00:00	10061	24
200909101063	2009-09-10 00:00:00	10062	72
200909101064	2009-09-10 00:00:00	10063	207
200909101065	2009-09-10 00:00:00	10064	135
200909101066	2009-09-10 00:00:00	10065	51
200909101067	2009-09-10 00:00:00	10066	46
200909101068	2009-09-10 00:00:00	10067	120
200909101069	2009-09-10 00:00:00	10068	74
200909101070	2009-09-10 00:00:00	10069	166
200909101071	2009-09-10 00:00:00	10070	99
200909101072	2009-09-10 00:00:00	10071	143
200909101153	2009-09-10 00:00:00	10152	194
200909101154	2009-09-10 00:00:00	10153	199
200909101155	2009-09-10 00:00:00	10154	80
200909101156	2009-09-10 00:00:00	10155	167
200909101157	2009-09-10 00:00:00	10156	149
200909101158	2009-09-10 00:00:00	10157	179
200909101159	2009-09-10 00:00:00	10158	101
200909101160	2009-09-10 00:00:00	10159	49
200909101161	2009-09-10 00:00:00	10160	101
200909101162	2009-09-10 00:00:00	10161	179
200909101163	2009-09-10 00:00:00	10162	83
200909101164	2009-09-10 00:00:00	10163	166
200909101165	2009-09-10 00:00:00	10164	88
200909101166	2009-09-10 00:00:00	10165	99
200909101167	2009-09-10 00:00:00	10166	101
200909101168	2009-09-10 00:00:00	10167	194
200909101169	2009-09-10 00:00:00	10168	28
200909101170	2009-09-10 00:00:00	10169	18
200909101171	2009-09-10 00:00:00	10170	159
200909101172	2009-09-10 00:00:00	10171	137
200909101173	2009-09-10 00:00:00	10172	118
200909101174	2009-09-10 00:00:00	10173	110
200909101175	2009-09-10 00:00:00	10174	62
200909101176	2009-09-10 00:00:00	10175	134
200909101177	2009-09-10 00:00:00	10176	174
200909101178	2009-09-10 00:00:00	10177	82
200909101179	2009-09-10 00:00:00	10178	183
200909101180	2009-09-10 00:00:00	10179	86
200909101181	2009-09-10 00:00:00	10180	105
200909101182	2009-09-10 00:00:00	10181	178
200909101183	2009-09-10 00:00:00	10182	200
200909101184	2009-09-10 00:00:00	10183	51
200909101185	2009-09-10 00:00:00	10184	145
200909101186	2009-09-10 00:00:00	10185	53
200909101187	2009-09-10 00:00:00	10186	180
200909101188	2009-09-10 00:00:00	10187	11
200909101189	2009-09-10 00:00:00	10188	198
200909101190	2009-09-10 00:00:00	10189	121
200909101191	2009-09-10 00:00:00	10190	145
200909101192	2009-09-10 00:00:00	10191	66
200909101193	2009-09-10 00:00:00	10192	198
200909101194	2009-09-10 00:00:00	10193	10
200909101195	2009-09-10 00:00:00	10194	22
200909101196	2009-09-10 00:00:00	10195	110
200909101197	2009-09-10 00:00:00	10196	142
200909101198	2009-09-10 00:00:00	10197	30
200909101199	2009-09-10 00:00:00	10198	118
200909101200	2009-09-10 00:00:00	10199	71
200909101201	2009-09-10 00:00:00	10200	52
200910101001	2009-10-10 00:00:00	10000	113
200910101002	2009-10-10 00:00:00	10001	64
200910101003	2009-10-10 00:00:00	10002	152
200910101004	2009-10-10 00:00:00	10003	190
200910101005	2009-10-10 00:00:00	10004	166
200910101006	2009-10-10 00:00:00	10005	89
200910101007	2009-10-10 00:00:00	10006	88
200910101008	2009-10-10 00:00:00	10007	61
200910101009	2009-10-10 00:00:00	10008	77
200910101010	2009-10-10 00:00:00	10009	159
200910101011	2009-10-10 00:00:00	10010	187
200910101012	2009-10-10 00:00:00	10011	94
200910101013	2009-10-10 00:00:00	10012	26
200910101014	2009-10-10 00:00:00	10013	70
200910101015	2009-10-10 00:00:00	10014	20
200910101016	2009-10-10 00:00:00	10015	170
200910101017	2009-10-10 00:00:00	10016	76
200910101018	2009-10-10 00:00:00	10017	140
200910101019	2009-10-10 00:00:00	10018	173
200910101020	2009-10-10 00:00:00	10019	149
200910101021	2009-10-10 00:00:00	10020	145
200910101022	2009-10-10 00:00:00	10021	170
200910101023	2009-10-10 00:00:00	10022	120
200910101024	2009-10-10 00:00:00	10023	142
200910101025	2009-10-10 00:00:00	10024	154
200910101026	2009-10-10 00:00:00	10025	118
200910101027	2009-10-10 00:00:00	10026	178
200910101028	2009-10-10 00:00:00	10027	76
200910101029	2009-10-10 00:00:00	10028	57
200910101030	2009-10-10 00:00:00	10029	81
200910101031	2009-10-10 00:00:00	10030	145
200910101112	2009-10-10 00:00:00	10111	56
200910101113	2009-10-10 00:00:00	10112	145
200910101114	2009-10-10 00:00:00	10113	195
200910101115	2009-10-10 00:00:00	10114	105
200910101116	2009-10-10 00:00:00	10115	156
200910101117	2009-10-10 00:00:00	10116	109
200910101118	2009-10-10 00:00:00	10117	178
200910101119	2009-10-10 00:00:00	10118	192
200910101120	2009-10-10 00:00:00	10119	59
200910101121	2009-10-10 00:00:00	10120	91
200910101122	2009-10-10 00:00:00	10121	168
200910101123	2009-10-10 00:00:00	10122	53
200910101124	2009-10-10 00:00:00	10123	25
200910101125	2009-10-10 00:00:00	10124	180
200910101126	2009-10-10 00:00:00	10125	119
200910101127	2009-10-10 00:00:00	10126	139
200910101128	2009-10-10 00:00:00	10127	54
200910101129	2009-10-10 00:00:00	10128	158
200910101130	2009-10-10 00:00:00	10129	148
200910101131	2009-10-10 00:00:00	10130	114
200910101132	2009-10-10 00:00:00	10131	132
200910101133	2009-10-10 00:00:00	10132	87
200910101134	2009-10-10 00:00:00	10133	126
200910101135	2009-10-10 00:00:00	10134	50
200910101136	2009-10-10 00:00:00	10135	106
200910101137	2009-10-10 00:00:00	10136	120
200910101138	2009-10-10 00:00:00	10137	12
200910101139	2009-10-10 00:00:00	10138	51
200910101140	2009-10-10 00:00:00	10139	16
200910101141	2009-10-10 00:00:00	10140	30
200910101142	2009-10-10 00:00:00	10141	117
200910101143	2009-10-10 00:00:00	10142	140
200910101144	2009-10-10 00:00:00	10143	71
200910101145	2009-10-10 00:00:00	10144	35
200910101146	2009-10-10 00:00:00	10145	14
200910101147	2009-10-10 00:00:00	10146	108
200910101148	2009-10-10 00:00:00	10147	183
200910101149	2009-10-10 00:00:00	10148	86
200910101150	2009-10-10 00:00:00	10149	34
200910101151	2009-10-10 00:00:00	10150	160
200910101152	2009-10-10 00:00:00	10151	189
200910101153	2009-10-10 00:00:00	10152	16
200910101154	2009-10-10 00:00:00	10153	102
200910101155	2009-10-10 00:00:00	10154	25
200910101156	2009-10-10 00:00:00	10155	92
200910101157	2009-10-10 00:00:00	10156	101
200910101158	2009-10-10 00:00:00	10157	162
200910101159	2009-10-10 00:00:00	10158	55
200910101160	2009-10-10 00:00:00	10159	126
200910101161	2009-10-10 00:00:00	10160	205
200910101162	2009-10-10 00:00:00	10161	75
200910101163	2009-10-10 00:00:00	10162	99
200910101164	2009-10-10 00:00:00	10163	106
200910101165	2009-10-10 00:00:00	10164	147
200910101166	2009-10-10 00:00:00	10165	61
200910101167	2009-10-10 00:00:00	10166	100
200910101168	2009-10-10 00:00:00	10167	63
200910101169	2009-10-10 00:00:00	10168	152
200910101170	2009-10-10 00:00:00	10169	66
200910101171	2009-10-10 00:00:00	10170	14
200910101172	2009-10-10 00:00:00	10171	110
200910101173	2009-10-10 00:00:00	10172	69
200910101174	2009-10-10 00:00:00	10173	55
200910101175	2009-10-10 00:00:00	10174	180
200910101176	2009-10-10 00:00:00	10175	35
200910101177	2009-10-10 00:00:00	10176	210
200910101178	2009-10-10 00:00:00	10177	11
200910101179	2009-10-10 00:00:00	10178	52
200910101180	2009-10-10 00:00:00	10179	160
200910101181	2009-10-10 00:00:00	10180	62
200910101182	2009-10-10 00:00:00	10181	122
200910101183	2009-10-10 00:00:00	10182	144
200910101184	2009-10-10 00:00:00	10183	27
200910101185	2009-10-10 00:00:00	10184	53
200910101186	2009-10-10 00:00:00	10185	60
200910101187	2009-10-10 00:00:00	10186	130
200910101188	2009-10-10 00:00:00	10187	144
200910101189	2009-10-10 00:00:00	10188	109
200910101190	2009-10-10 00:00:00	10189	27
200910101191	2009-10-10 00:00:00	10190	196
200911101071	2009-11-10 00:00:00	10070	122
200911101072	2009-11-10 00:00:00	10071	117
200911101073	2009-11-10 00:00:00	10072	201
200911101074	2009-11-10 00:00:00	10073	198
200911101075	2009-11-10 00:00:00	10074	171
200911101076	2009-11-10 00:00:00	10075	79
200911101077	2009-11-10 00:00:00	10076	97
200911101078	2009-11-10 00:00:00	10077	113
200911101079	2009-11-10 00:00:00	10078	193
200911101080	2009-11-10 00:00:00	10079	48
200911101081	2009-11-10 00:00:00	10080	78
200911101082	2009-11-10 00:00:00	10081	101
200911101083	2009-11-10 00:00:00	10082	101
200911101084	2009-11-10 00:00:00	10083	63
200911101085	2009-11-10 00:00:00	10084	124
200911101086	2009-11-10 00:00:00	10085	181
200911101087	2009-11-10 00:00:00	10086	93
200911101088	2009-11-10 00:00:00	10087	16
200911101089	2009-11-10 00:00:00	10088	91
200911101090	2009-11-10 00:00:00	10089	61
200911101091	2009-11-10 00:00:00	10090	17
200911101092	2009-11-10 00:00:00	10091	85
200911101093	2009-11-10 00:00:00	10092	68
200911101094	2009-11-10 00:00:00	10093	125
200911101095	2009-11-10 00:00:00	10094	78
200911101096	2009-11-10 00:00:00	10095	69
200911101097	2009-11-10 00:00:00	10096	175
200911101098	2009-11-10 00:00:00	10097	43
200911101099	2009-11-10 00:00:00	10098	24
200911101100	2009-11-10 00:00:00	10099	140
200911101101	2009-11-10 00:00:00	10100	114
200911101102	2009-11-10 00:00:00	10101	73
200911101103	2009-11-10 00:00:00	10102	99
200911101104	2009-11-10 00:00:00	10103	107
200911101105	2009-11-10 00:00:00	10104	124
200911101106	2009-11-10 00:00:00	10105	114
200911101107	2009-11-10 00:00:00	10106	78
200911101108	2009-11-10 00:00:00	10107	56
200911101109	2009-11-10 00:00:00	10108	98
200911101110	2009-11-10 00:00:00	10109	56
200911101111	2009-11-10 00:00:00	10110	109
200911101112	2009-11-10 00:00:00	10111	203
200911101113	2009-11-10 00:00:00	10112	58
200911101114	2009-11-10 00:00:00	10113	146
200911101115	2009-11-10 00:00:00	10114	209
200911101116	2009-11-10 00:00:00	10115	110
200911101117	2009-11-10 00:00:00	10116	134
200911101118	2009-11-10 00:00:00	10117	154
200911101119	2009-11-10 00:00:00	10118	104
200911101120	2009-11-10 00:00:00	10119	139
200911101121	2009-11-10 00:00:00	10120	92
200911101122	2009-11-10 00:00:00	10121	11
200911101123	2009-11-10 00:00:00	10122	81
200911101124	2009-11-10 00:00:00	10123	129
200911101125	2009-11-10 00:00:00	10124	81
200911101126	2009-11-10 00:00:00	10125	77
200911101127	2009-11-10 00:00:00	10126	78
200911101128	2009-11-10 00:00:00	10127	134
200911101129	2009-11-10 00:00:00	10128	29
200911101130	2009-11-10 00:00:00	10129	205
200911101131	2009-11-10 00:00:00	10130	196
200911101132	2009-11-10 00:00:00	10131	159
200911101133	2009-11-10 00:00:00	10132	193
200911101134	2009-11-10 00:00:00	10133	32
200911101135	2009-11-10 00:00:00	10134	121
200911101136	2009-11-10 00:00:00	10135	11
200911101137	2009-11-10 00:00:00	10136	189
200911101138	2009-11-10 00:00:00	10137	101
200911101139	2009-11-10 00:00:00	10138	104
200911101140	2009-11-10 00:00:00	10139	94
200911101141	2009-11-10 00:00:00	10140	201
200911101142	2009-11-10 00:00:00	10141	26
200911101143	2009-11-10 00:00:00	10142	139
200911101144	2009-11-10 00:00:00	10143	75
200911101145	2009-11-10 00:00:00	10144	98
200911101146	2009-11-10 00:00:00	10145	83
200911101147	2009-11-10 00:00:00	10146	12
200911101148	2009-11-10 00:00:00	10147	43
200911101149	2009-11-10 00:00:00	10148	66
200911101150	2009-11-10 00:00:00	10149	151
200906101036	2009-06-10 00:00:00	10035	138
200906101037	2009-06-10 00:00:00	10036	176
200906101038	2009-06-10 00:00:00	10037	128
200906101039	2009-06-10 00:00:00	10038	28
200906101040	2009-06-10 00:00:00	10039	171
200906101041	2009-06-10 00:00:00	10040	186
200906101042	2009-06-10 00:00:00	10041	136
200906101043	2009-06-10 00:00:00	10042	16
200906101044	2009-06-10 00:00:00	10043	16
200906101045	2009-06-10 00:00:00	10044	34
200906101046	2009-06-10 00:00:00	10045	37
200906101047	2009-06-10 00:00:00	10046	83
200906101048	2009-06-10 00:00:00	10047	205
200906101049	2009-06-10 00:00:00	10048	120
200906101050	2009-06-10 00:00:00	10049	18
200906101051	2009-06-10 00:00:00	10050	59
200906101052	2009-06-10 00:00:00	10051	206
200906101053	2009-06-10 00:00:00	10052	131
200906101054	2009-06-10 00:00:00	10053	113
200906101055	2009-06-10 00:00:00	10054	118
200906101056	2009-06-10 00:00:00	10055	80
200906101057	2009-06-10 00:00:00	10056	174
200906101058	2009-06-10 00:00:00	10057	149
200906101059	2009-06-10 00:00:00	10058	170
200906101060	2009-06-10 00:00:00	10059	188
200906101061	2009-06-10 00:00:00	10060	97
200906101062	2009-06-10 00:00:00	10061	163
200906101063	2009-06-10 00:00:00	10062	205
200906101064	2009-06-10 00:00:00	10063	56
200906101065	2009-06-10 00:00:00	10064	133
200906101066	2009-06-10 00:00:00	10065	156
200906101067	2009-06-10 00:00:00	10066	210
200906101068	2009-06-10 00:00:00	10067	94
200906101069	2009-06-10 00:00:00	10068	203
200906101070	2009-06-10 00:00:00	10069	117
200906101071	2009-06-10 00:00:00	10070	106
200906101072	2009-06-10 00:00:00	10071	199
200906101073	2009-06-10 00:00:00	10072	127
200906101074	2009-06-10 00:00:00	10073	18
200906101075	2009-06-10 00:00:00	10074	152
200906101076	2009-06-10 00:00:00	10075	143
200906101077	2009-06-10 00:00:00	10076	158
200906101078	2009-06-10 00:00:00	10077	173
200906101079	2009-06-10 00:00:00	10078	78
200906101080	2009-06-10 00:00:00	10079	34
200906101081	2009-06-10 00:00:00	10080	123
200906101082	2009-06-10 00:00:00	10081	13
200906101083	2009-06-10 00:00:00	10082	171
200906101084	2009-06-10 00:00:00	10083	90
200906101085	2009-06-10 00:00:00	10084	193
200906101086	2009-06-10 00:00:00	10085	90
200906101087	2009-06-10 00:00:00	10086	107
200906101088	2009-06-10 00:00:00	10087	173
200906101089	2009-06-10 00:00:00	10088	126
200906101090	2009-06-10 00:00:00	10089	201
200906101091	2009-06-10 00:00:00	10090	46
200906101092	2009-06-10 00:00:00	10091	194
200906101093	2009-06-10 00:00:00	10092	130
200906101094	2009-06-10 00:00:00	10093	193
200906101095	2009-06-10 00:00:00	10094	35
200906101096	2009-06-10 00:00:00	10095	142
200906101097	2009-06-10 00:00:00	10096	91
200906101098	2009-06-10 00:00:00	10097	135
200906101099	2009-06-10 00:00:00	10098	76
200906101100	2009-06-10 00:00:00	10099	13
200906101101	2009-06-10 00:00:00	10100	154
200906101102	2009-06-10 00:00:00	10101	64
200906101103	2009-06-10 00:00:00	10102	66
200906101104	2009-06-10 00:00:00	10103	44
200906101105	2009-06-10 00:00:00	10104	14
200906101106	2009-06-10 00:00:00	10105	105
200906101107	2009-06-10 00:00:00	10106	123
200906101108	2009-06-10 00:00:00	10107	12
200906101109	2009-06-10 00:00:00	10108	93
200906101110	2009-06-10 00:00:00	10109	170
200906101111	2009-06-10 00:00:00	10110	13
200906101112	2009-06-10 00:00:00	10111	172
200906101113	2009-06-10 00:00:00	10112	95
200906101114	2009-06-10 00:00:00	10113	69
200906101115	2009-06-10 00:00:00	10114	55
200906101196	2009-06-10 00:00:00	10195	191
200906101197	2009-06-10 00:00:00	10196	29
200906101198	2009-06-10 00:00:00	10197	99
200906101199	2009-06-10 00:00:00	10198	127
200906101200	2009-06-10 00:00:00	10199	155
200906101201	2009-06-10 00:00:00	10200	180
200907101001	2009-07-10 00:00:00	10000	152
200907101002	2009-07-10 00:00:00	10001	205
200907101003	2009-07-10 00:00:00	10002	90
200907101004	2009-07-10 00:00:00	10003	39
200907101005	2009-07-10 00:00:00	10004	192
200907101006	2009-07-10 00:00:00	10005	153
200907101007	2009-07-10 00:00:00	10006	47
200907101008	2009-07-10 00:00:00	10007	67
200907101009	2009-07-10 00:00:00	10008	151
200907101010	2009-07-10 00:00:00	10009	49
200907101011	2009-07-10 00:00:00	10010	61
200907101012	2009-07-10 00:00:00	10011	15
200907101013	2009-07-10 00:00:00	10012	64
200907101014	2009-07-10 00:00:00	10013	101
200907101015	2009-07-10 00:00:00	10014	142
200907101016	2009-07-10 00:00:00	10015	44
200907101017	2009-07-10 00:00:00	10016	116
200907101018	2009-07-10 00:00:00	10017	189
200907101019	2009-07-10 00:00:00	10018	119
200907101020	2009-07-10 00:00:00	10019	193
200907101021	2009-07-10 00:00:00	10020	18
200907101022	2009-07-10 00:00:00	10021	161
200907101023	2009-07-10 00:00:00	10022	100
200907101024	2009-07-10 00:00:00	10023	201
200907101025	2009-07-10 00:00:00	10024	94
200907101026	2009-07-10 00:00:00	10025	143
200907101027	2009-07-10 00:00:00	10026	176
200907101028	2009-07-10 00:00:00	10027	85
200907101029	2009-07-10 00:00:00	10028	165
200907101030	2009-07-10 00:00:00	10029	41
200907101031	2009-07-10 00:00:00	10030	175
200907101032	2009-07-10 00:00:00	10031	73
200907101033	2009-07-10 00:00:00	10032	121
200907101034	2009-07-10 00:00:00	10033	44
200907101035	2009-07-10 00:00:00	10034	198
200907101036	2009-07-10 00:00:00	10035	91
200907101037	2009-07-10 00:00:00	10036	36
200907101038	2009-07-10 00:00:00	10037	200
200907101039	2009-07-10 00:00:00	10038	98
200907101040	2009-07-10 00:00:00	10039	127
200907101041	2009-07-10 00:00:00	10040	181
200907101042	2009-07-10 00:00:00	10041	160
200907101043	2009-07-10 00:00:00	10042	60
200907101044	2009-07-10 00:00:00	10043	192
200907101045	2009-07-10 00:00:00	10044	80
200907101046	2009-07-10 00:00:00	10045	184
200907101047	2009-07-10 00:00:00	10046	128
200907101048	2009-07-10 00:00:00	10047	45
200907101049	2009-07-10 00:00:00	10048	135
200907101050	2009-07-10 00:00:00	10049	103
200907101051	2009-07-10 00:00:00	10050	188
200907101052	2009-07-10 00:00:00	10051	36
200907101053	2009-07-10 00:00:00	10052	197
200907101054	2009-07-10 00:00:00	10053	96
200907101055	2009-07-10 00:00:00	10054	66
200907101056	2009-07-10 00:00:00	10055	34
200907101057	2009-07-10 00:00:00	10056	99
200907101058	2009-07-10 00:00:00	10057	88
200907101059	2009-07-10 00:00:00	10058	114
200907101060	2009-07-10 00:00:00	10059	130
200907101061	2009-07-10 00:00:00	10060	87
200907101062	2009-07-10 00:00:00	10061	110
200907101063	2009-07-10 00:00:00	10062	92
200907101064	2009-07-10 00:00:00	10063	206
200907101065	2009-07-10 00:00:00	10064	179
200907101066	2009-07-10 00:00:00	10065	80
200907101067	2009-07-10 00:00:00	10066	117
200907101068	2009-07-10 00:00:00	10067	134
200907101069	2009-07-10 00:00:00	10068	67
200907101070	2009-07-10 00:00:00	10069	158
200907101071	2009-07-10 00:00:00	10070	127
200907101072	2009-07-10 00:00:00	10071	141
200907101073	2009-07-10 00:00:00	10072	137
200907101074	2009-07-10 00:00:00	10073	88
200907101155	2009-07-10 00:00:00	10154	125
200907101156	2009-07-10 00:00:00	10155	123
200907101157	2009-07-10 00:00:00	10156	181
200907101158	2009-07-10 00:00:00	10157	202
200907101159	2009-07-10 00:00:00	10158	55
200907101160	2009-07-10 00:00:00	10159	79
200907101161	2009-07-10 00:00:00	10160	36
200907101162	2009-07-10 00:00:00	10161	166
200907101163	2009-07-10 00:00:00	10162	33
200907101164	2009-07-10 00:00:00	10163	114
200907101165	2009-07-10 00:00:00	10164	117
200907101166	2009-07-10 00:00:00	10165	162
200907101167	2009-07-10 00:00:00	10166	209
200907101168	2009-07-10 00:00:00	10167	76
200907101169	2009-07-10 00:00:00	10168	97
200907101170	2009-07-10 00:00:00	10169	202
200907101171	2009-07-10 00:00:00	10170	55
200907101172	2009-07-10 00:00:00	10171	104
200907101173	2009-07-10 00:00:00	10172	88
200907101174	2009-07-10 00:00:00	10173	126
200907101175	2009-07-10 00:00:00	10174	113
200907101176	2009-07-10 00:00:00	10175	44
200907101177	2009-07-10 00:00:00	10176	162
200907101178	2009-07-10 00:00:00	10177	61
200907101179	2009-07-10 00:00:00	10178	40
200907101180	2009-07-10 00:00:00	10179	187
200907101181	2009-07-10 00:00:00	10180	137
200907101182	2009-07-10 00:00:00	10181	184
200907101183	2009-07-10 00:00:00	10182	187
200907101184	2009-07-10 00:00:00	10183	109
200907101185	2009-07-10 00:00:00	10184	118
200907101186	2009-07-10 00:00:00	10185	123
200907101187	2009-07-10 00:00:00	10186	85
200907101188	2009-07-10 00:00:00	10187	152
200907101189	2009-07-10 00:00:00	10188	205
200907101190	2009-07-10 00:00:00	10189	75
200907101191	2009-07-10 00:00:00	10190	207
200907101192	2009-07-10 00:00:00	10191	57
200907101193	2009-07-10 00:00:00	10192	81
200907101194	2009-07-10 00:00:00	10193	23
200907101195	2009-07-10 00:00:00	10194	166
200907101196	2009-07-10 00:00:00	10195	155
200907101197	2009-07-10 00:00:00	10196	185
200907101198	2009-07-10 00:00:00	10197	131
200907101199	2009-07-10 00:00:00	10198	191
200907101200	2009-07-10 00:00:00	10199	63
200907101201	2009-07-10 00:00:00	10200	117
200908101001	2009-08-10 00:00:00	10000	82
200908101002	2009-08-10 00:00:00	10001	163
200908101003	2009-08-10 00:00:00	10002	98
200908101004	2009-08-10 00:00:00	10003	182
200908101005	2009-08-10 00:00:00	10004	166
200908101006	2009-08-10 00:00:00	10005	28
200908101007	2009-08-10 00:00:00	10006	128
200908101008	2009-08-10 00:00:00	10007	186
200908101009	2009-08-10 00:00:00	10008	171
200908101010	2009-08-10 00:00:00	10009	139
200908101011	2009-08-10 00:00:00	10010	184
200908101012	2009-08-10 00:00:00	10011	138
200908101013	2009-08-10 00:00:00	10012	158
200908101014	2009-08-10 00:00:00	10013	42
